ID,Text,BG Color,Sticky type,Border line,Position X,Position Y,Area,Link to,Last Updated By,Last Updated,Last Content Edited By,Last Content Edited,Tags,Integration Labels
77-1751334759857,Financial info intro page: Why don't you combine pages? Right now it's just this yes/no question. ,#AAED92,3x3,NO,23993.37,12847.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:45-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
22-1751303053656,"It might be nice going from spouse/dependent information ""hey you need to gather your financial information""",#D8D8B1,3x3,NO,23993.37,12523.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
63-1751303053656,Financial intro page: this presumes prior knowledge on my part. If there's no change from the prior year...what would I do?,#D8D8B1,3x3,NO,23831.37,12523.98,Wants more info on the Intro Page,,Hieu Vo,2025-07-21T10:56:25-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
123-1751965352846,Am I at the end or do I have more opportunities to verify stuff?,#C0DA93,3x3,NO,29390.00,13840.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
109-1751965352846,"Editing the form:If this was wrong, I would've been asked it and I wouldn't do it again (on the review page). ",#C0DA93,3x3,NO,29228.00,13840.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
36-1751965333816,"Still prefers to edit on Review page. ""Don't want to click back through all those pages""",#B8B299,3x3,NO,29390.00,13678.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
152-1751965333816,"Prefers to edit on the review page, or 2 review options (in-flow, and end of flow) to reduce losing progress on the form",#B8B299,3x3,NO,29228.00,13678.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
149-1751965333816,"Fix error: scrolls all the way to the top of review page, then scrolls back down (struggling to find deductible expenses)",#B8B299,3x3,NO,28904.00,13678.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
148-1751965333816,Eventually locates the edit button correctly,#B8B299,3x3,NO,29066.00,13678.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
19-1751965316751,Likes edit button at the end in case we need to edit anything,#FADAB3,3x3,NO,29228.00,14002.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
83-1751964616384,Would you change anything?No,#FCB6D4,3x3,NO,29066.00,13840.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
156-1751964616384,Couldn't find the - to collapse the accordion (used the back button instead),#FCB6D4,3x3,NO,28904.00,13840.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
177-1751855579883,"""Is this basically the information I just entered?""",#9EDCFA,3x3,NO,29066.00,14002.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
59-1751406582449,"calls out disclosure language as long - privacy policy, etc ""STEP INTO THE SHOES OF THE READER. People are skeptical to begin with",#86E6D9,3x3,NO,28904.00,14002.10,Slight confusion,,Hieu Vo,2025-07-21T10:53:43-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
170-1751965352846,"OK this is just giving you the option to yet again review what you put in there? I'd skip this. I've already done it (reviewed) twice, I don't want to do it a third time.",#C0DA93,3x3,NO,29228.22,12847.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-21T10:51:21-07:00,[],[]
99-1751965316751,"just some minor stuff like spouse information, some people would rush through and not revise until the end",#FADAB3,3x3,NO,29228.22,12361.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
96-1751965316751,Review page: Same thing with email; doesn't like the wrapping onto two lines,#FADAB3,3x3,NO,29390.22,12361.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
91-1751965316751,Seems to not like the mobile layout for text; long wrapping texts,#FADAB3,3x3,NO,28904.22,12361.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
92-1751965316751,"Review page: ""It's just weird"" - social security number wrapped with the dots. Seems to find it sort of visually unappealing",#FADAB3,3x3,NO,28904.22,12523.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
89-1751965316751,"I think if you have a smaller font than it could all fit; adjust to fit in and if needed two levels. This shouldn't take up two, font across ( wanting to tighten up space , size on review accordions)",#FADAB3,3x3,NO,29390.22,12523.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
16-1751965316751,"""Most of it is just cosmetic"" moving information on one page",#FADAB3,3x3,NO,29066.22,12523.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
141-1751965316751,Review page: Thinks small font would allow it to fit better vs the stacking font on mobile,#FADAB3,3x3,NO,29066.22,12361.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
139-1751965316751,Review page: doesn't need so many spaces - unsure why it needs a line 3 for address; a lot of space for just one address,#FADAB3,3x3,NO,29066.22,12685.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
286-1751965316751,Doesn't like the bold and the spacing on the review page (address carries onto multiple lines),#FADAB3,3x3,NO,28904.22,12685.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
276-1751965316751,PRefers text go across rather than indent to the lefthand side,#FADAB3,3x3,NO,29228.22,12523.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
130-1751964616384,"Wants separate accordions for each household subsection, not a single accordion",#FCB6D4,3x3,NO,29228.22,12685.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
128-1751964616384,Expectations aligned more with a task-based approach to the form,#FCB6D4,3x3,NO,29390.22,12685.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
72-1751855579883,"the way it is formed on my desktop screen, long and narrow (mobile version)",#9EDCFA,3x3,NO,29066.22,12847.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
56-1751334759857,Doesn't seem to like the large circles blocking out SSN,#AAED92,3x3,NO,28904.22,12847.98,Review Page suggestions,,Hieu Vo,2025-07-21T10:52:37-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
136-1751965352846,"I'd probably hit the + to see if everything is there, but...you've already put it, reviewed it, and now you've got to review it again?? ",#C0DA93,3x3,NO,28386.70,14326.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
203-1751965333816,"""Really user friendly""",#B8B299,3x3,NO,28062.70,13678.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
214-1751965333816,Like when I'm shopping you review your cart and edit it,#B8B299,3x3,NO,28386.70,13678.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
215-1751965333816,Edit info: I want one more chance at the very end to check and edit right before I submit,#B8B299,3x3,NO,28224.70,13678.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
218-1751965333816,Very carefully reviewing each section of the form on the review page,#B8B299,3x3,NO,28548.70,13678.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
101-1751965316751,easy flow for people crunching on time or don't have the attention span to go through that,#FADAB3,3x3,NO,28386.70,14164.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T15:50:02-07:00,[],[]
93-1751965316751,Would edit on the review page if a new expense was remembered,#FADAB3,3x3,NO,28062.70,14164.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
237-1751965316751,"Finds the incorrect deductible expense, knows how to edit it",#FADAB3,3x3,NO,28224.70,14164.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
39-1751964616384,"Acknowledges the edit on the review page, if a change is needed. Thinks it would be easy on this page. Can change as needed while reviewing.",#FCB6D4,3x3,NO,28224.70,14002.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
115-1751964616384,Easier to do the edit here or go back? Easier with the EDIT button to change something as needed,#FCB6D4,3x3,NO,28386.70,14002.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
113-1751964616384,Fixing an error: scrolls to deductible and identifies the EDIT button,#FCB6D4,3x3,NO,28062.70,14002.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
60-1751855579883,finds edit button on review page for medical expenses,#9EDCFA,3x3,NO,28386.70,13840.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
57-1751855579883,"doing it for real, would go in and verify that (opens accordion)",#9EDCFA,3x3,NO,28224.70,13840.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
138-1751855579883,"Correcting an error: scrolls down to deductible expenses, finds the non-reimbursible medical expenses and finds the edit button",#9EDCFA,3x3,NO,28062.70,13840.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
121-1751498416214,preference to edit to adjust right away or go back,#D8C7FF,3x3,NO,28548.70,14002.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
122-1751498416214,finds edit button to fix deductible errors task question,#D8C7FF,3x3,NO,28548.70,14164.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
14-1751419105986,"""You're asking me to edit my mailing address again?"" re: the review page",#86E6D9,3x3,NO,28548.70,13840.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
38-1751334759857,"Fixing expenses: scrolls through financial info until deductible expenses, ID's edit  and then edits it",#AAED92,3x3,NO,28548.70,14326.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
56-1750984883138,Review- If there needs to be a change I'd click on edit,#FCF281,3x3,NO,28224.70,14326.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
108-1750984883138,Finds the edit button immediately,#FCF281,3x3,NO,28062.70,14326.10,Review Page: easy to edit,,Hieu Vo,2025-07-21T10:49:18-07:00,Hieu Vo,2025-06-26T17:41:27-07:00,[],[]
67-1751965333816,"""Not too much on the page""",#B8B299,3x3,NO,28063.16,12847.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
117-1751965333816,"""It spells it out for you, easy to click through""",#B8B299,3x3,NO,28225.16,12847.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
179-1751965316751,Expenses incorrect on review page -- ,#FADAB3,3x3,NO,28549.16,12685.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
87-1751965316751,it is telling you exactly what you inputted,#FADAB3,3x3,NO,28387.16,12685.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
12-1751964616384,No issues with reviewing dependents,#FCB6D4,3x3,NO,28063.16,12685.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
163-1751964616384,This compared to the financial review is very easy. ,#FCB6D4,3x3,NO,28225.16,12685.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
73-1751855579883,"all the information there, pretty clear, standard",#9EDCFA,3x3,NO,28387.16,12361.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
59-1751855579883,assumed I could review with that plus sign there,#9EDCFA,3x3,NO,28063.16,12361.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
55-1751855579883,"agree, agree, agree, (scrolling through disclosures)",#9EDCFA,3x3,NO,28225.16,12361.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
152-1751855579883,"I assumed with the plus sign (this is for reviewing). I guess if I was doing this for real, I'd go in an verify that (information)",#9EDCFA,3x3,NO,28549.16,12361.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
126-1751498416214,Review end form page: no very straight forward,#D8C7FF,3x3,NO,28387.16,12847.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
137-1751419105986,"Review page: ""I can look at this, this is pretty easy to do""",#86E6D9,3x3,NO,28063.16,12523.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
152-1751419105986,accordion with info is helpful,#86E6D9,3x3,NO,28225.16,12523.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
58-1751406582449,"REVIEW page: that's great, but I have already done all this. Now asking me to edit again, WHY? again, redundancy",#86E6D9,3x3,NO,28387.16,12523.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-07-01T14:49:45-07:00,[],[]
74-1751334759857,Likes the easy access to the edit button,#AAED92,3x3,NO,28549.16,12523.98,Review Page is straightforward,,Hieu Vo,2025-07-21T10:46:58-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
67-1751965316751,Unsure about adding multiple dependents,#FADAB3,3x3,NO,22736.37,13009.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
49-1751965316751,"if they have 6 kids, to they have to press yes every time, that is 6 different times to add it",#FADAB3,3x3,NO,23060.37,13009.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
195-1751965316751,I would think if they press yes formats the info required (income and deductibles question),#FADAB3,3x3,NO,22898.37,13009.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
194-1751855579883,"I guess I would add the 5 and if there's a place to say ""yeah I've got 1 more""",#9EDCFA,3x3,NO,23060.37,12361.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
32-1751855579883,"one thing... I can add up to 5 more dependents, what if I have 6 dependents?",#9EDCFA,3x3,NO,22898.37,12523.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
13-1751855579883,"I would be thinking, how do I... I would add the 5 and see if there is a place to add more",#9EDCFA,3x3,NO,22736.37,12523.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
12-1751855579883,"That could be an issue for some, people have a lot of kids",#9EDCFA,3x3,NO,23060.37,12523.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
25-1751855579883,What if I have 7 kids?,#9EDCFA,3x3,NO,23222.37,12361.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
108-1751855579883,"Notices ""you can add 5 more dependents"" -- ""what if I have 7 kids?""",#9EDCFA,3x3,NO,22736.37,12361.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
124-1751855579883,"Dependents ""if it's been prefilled, my spouse was there but not my dependents. Why isn't my dependents info on this screen?""",#9EDCFA,3x3,NO,22898.37,12361.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
157-1751419105986,"""Delete"" and ""Edit"" CTAs for dependents sound strange to him",#86E6D9,3x3,NO,22898.37,12847.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
5-1751419105986,"Some confusion about dependents and dependents ""in general""",#86E6D9,3x3,NO,23060.37,12847.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
0-1751417209955,another VA dependent or a general dependent? A little confusing.. with this criteria or dependents in genera?,#86E6D9,3x3,NO,22736.37,12847.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-01T17:46:50-07:00,[],[]
61-1751394433902,Associates dependent definition with IRS definition,#AAED92,3x3,NO,23222.37,12847.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
6-1751394433902,Why doesn't dependent info have anything about parents?,#AAED92,3x3,NO,23222.37,13009.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-07-01T11:27:16-07:00,[],[]
76-1751334759857,Do parents count? Participant wonders if parents qualify as dependents for tax purposes,#AAED92,3x3,NO,23222.37,13169.68,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
40-1751329209704,"""Only up to 6 [dependents], that's interesting."" - who do we consider dependent",#D8D8B1,3x3,NO,23222.37,12685.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
47-1751329209704,Dependent review: wants to know when dependent was claimed,#D8D8B1,3x3,NO,23222.37,12523.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
90-1751303053656,"Dependent review: would be nice to have an ""as of"" field on the dependent review card. Or DOB/date claimed as dependent",#D8D8B1,3x3,NO,22898.37,12685.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
49-1751303053656,Enrolled in school seems a bit vague. I'm assuming enrolled in school after high school? Like college or university,#D8D8B1,3x3,NO,23060.37,12685.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
53-1751303053656,"Dependents start screen: ""only (add) up to 6 dependents? That's interesting""",#D8D8B1,3x3,NO,22736.37,12685.98,More than 6 dependents,,Hieu Vo,2025-07-21T10:43:47-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
42-1751419105986,"""Does my dependent go away? Why am I editing my dependent?""",#86E6D9,3x3,NO,21289.83,13718.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-07-01T18:18:30-07:00,[],[]
81-1751329209704,If dependent deceased: how do we handle that since we're asking for marital status changes?,#D8D8B1,3x3,NO,21127.83,13718.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
19-1751329209704,Assumes he doesn't need dependents' financial info,#D8D8B1,3x3,NO,21289.83,13556.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
45-1751329209704,"If I hit continue, it'll show me my dependent I'm adding",#D8D8B1,3x3,NO,21451.83,13556.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
20-1751329209704,You're asking this information for a reason,#D8D8B1,3x3,NO,21451.83,13394.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T17:20:12-07:00,[],[]
25-1751303053656,I'm presuming I don't need to enter in what my dependent earns (!!),#D8D8B1,3x3,NO,21127.83,13556.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
55-1751303053656,Assumes hitting continue will allow them to add or populate the dependent,#D8D8B1,3x3,NO,21127.83,13394.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
61-1751303053656,"If my dependent is deceased, do I hit delete?",#D8D8B1,3x3,NO,21289.83,13394.00,Different scenarios,,Hieu Vo,2025-07-21T10:42:07-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
107-1751965352846,Notices the delete button on the dependent review page,#C0DA93,3x3,NO,21920.00,12685.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
135-1751965352846,Dependents intro page:OK (no questions/issues),#C0DA93,3x3,NO,22082.00,12685.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-08T02:02:41-07:00,[],[]
219-1751965333816,No feedback on dependents,#B8B299,3x3,NO,22244.00,12685.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
227-1751965333816,"Points to ""when did they become your dependent"" - is this the same as DOB? Then notices DOB and they're the same.",#B8B299,3x3,NO,22406.00,12685.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-08T02:02:26-07:00,[],[]
15-1751964616384,"Dependent section is ""pretty straightforward""",#FCB6D4,3x3,NO,22082.00,12523.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
89-1751964616384,Dependent review (no issues),#FCB6D4,3x3,NO,21920.00,12523.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-08T01:50:24-07:00,[],[]
64-1751855579883,"Clear, yes this should be fine",#9EDCFA,3x3,NO,21920.00,12361.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
75-1751855579883,"And there is my son, dependent",#9EDCFA,3x3,NO,22244.00,12361.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
106-1751855579883,"Likes the label ""son"" on the dependent review card",#9EDCFA,3x3,NO,22406.00,12361.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
114-1751855579883,"Dependent review: ""There's my son""",#9EDCFA,3x3,NO,22082.00,12361.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-06T19:33:05-07:00,[],[]
98-1751498416214,updated dependents a couple years ago notes and that was easy for them,#D8C7FF,3x3,NO,22244.00,12523.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
209-1751498416214,"Checks ""who we consider dependent"" on Your Dependents screen (""Looks the same"")",#D8C7FF,3x3,NO,22406.00,12523.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-07-02T16:20:23-07:00,[],[]
35-1751334759857,Dependent review (no issues reported on this page),#AAED92,3x3,NO,21920.00,12847.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-06-30T18:52:42-07:00,[],[]
56-1751303053656,"Dependent review: ""nothing remarkable here""",#D8D8B1,3x3,NO,22082.00,12847.98,Dependent section is straightforward,,Hieu Vo,2025-07-21T10:41:04-07:00,Hieu Vo,2025-06-30T10:04:16-07:00,[],[]
206-1751965316751,Awkward entry of info with card overview on dependents page,#FADAB3,3x3,NO,21614.00,12847.98,Don't like List&Loop Intro,,Hieu Vo,2025-07-21T10:39:45-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
201-1751965316751,"Thinks the dependent information should be on the same page as a card, so people don't have to go back and check",#FADAB3,3x3,NO,21128.00,12685.98,Don't like List&Loop Intro,,Hieu Vo,2025-07-21T10:39:45-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
200-1751965316751,"""All this could be saved on the other page...it's here...but I don't know, it seems like extra for no reason. This could all be on the same page"" ",#FADAB3,3x3,NO,21290.00,12685.98,Don't like List&Loop Intro,,Hieu Vo,2025-07-21T10:39:45-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
50-1751965316751,"same with dependent, having this (radio) it could just have an add a dependent button ",#FADAB3,3x3,NO,21290.00,12847.98,Don't like List&Loop Intro,,Hieu Vo,2025-07-21T10:39:45-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
197-1751965316751,"it seems extra for no reason, all this could be on the same page with the same information",#FADAB3,3x3,NO,21452.00,12847.98,Don't like List&Loop Intro,,Hieu Vo,2025-07-21T10:39:45-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
264-1751965316751,I would think they would put the add dependent on the same page as this - (calls out intro page order),#FADAB3,3x3,NO,21128.00,12523.98,Don't like List&Loop Intro,,Hieu Vo,2025-07-21T10:39:45-07:00,Hieu Vo,2025-07-08T02:02:09-07:00,[],[]
