title.en,url,description.en,publish_start_on,publish_end_on,keyword_values,match_keyword_values_only,status
VA Burial Benefits and Memorial Items,www.va.gov/burials-memorials/,Find out if you're eligible and how to apply for VA burial benefits. Veterans burial benefits include burial in a VA national cemetery and memorial items. Survivors and dependents may also qualify for compensation and other benefits.,"November 8th 2018, 00:00:00.000",,"[""burial"",""memorial""]",FALSE,active
Survivors and Dependents Educational Assistance Program,www.va.gov/education/survivor-dependent-benefits/dependents-education-assistance/,Find out if you can get help paying for school or job training through the Survivors’ and Dependents’ Educational Assistance (DEA) program—also called Chapter 35—if you’re the child or spouse of a Veteran who has died or is disabled.,"November 8th 2018, 00:00:00.000",,"[""chapter 35"",""dea""]",FALSE,active
Other VA Education Benefits,www.va.gov/education/other-va-education-benefits/,Other VA Education Benefits,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Change Your GI Bill School or Program,www.va.gov/education/change-gi-bill-benefits/,Change Your GI Bill School or Program (Form 22-1995 and Form 22-5495),"November 8th 2018, 00:00:00.000",,"[""1995"",""22-1995"",""22-5495"",""5495""]",FALSE,active
Independent and Distance Learning,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/online-distance-learning/,Independent and Distance Learning,"November 8th 2018, 00:00:00.000",,[],FALSE,active
National Testing Program,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/national-test-fees/,National Testing Program,"November 8th 2018, 00:00:00.000",,[],FALSE,active
About GI Bill Benefits,www.va.gov/education/about-gi-bill-benefits/,"Learn how GI Bill benefits work and explore your options to pay for school or training. You may qualify for VA GI Bill benefits if you're a Veteran, Servicemember, or the family member of a Veteran or Servicember.","November 8th 2018, 00:00:00.000",,"[""gi bill""]",FALSE,active
Trouble Making Mortgage Payments on a VA-Backed Loan?,www.va.gov/housing-assistance/home-loans/trouble-making-payments/,Trouble Making Mortgage Payments on a VA-Backed Loan?,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Native American Direct Loan (NADL),www.va.gov/housing-assistance/home-loans/loan-types/native-american-direct-loan/,Native American Direct Loan (NADL),"November 8th 2018, 00:00:00.000",,[],FALSE,active
Cash-Out Refinance Loan,www.va.gov/housing-assistance/home-loans/loan-types/cash-out-loan/,Cash-Out Refinance Loan,"November 8th 2018, 00:00:00.000",,[],FALSE,active
How to Apply for a VA Home Loan Certificate of Eligibility (COE),www.va.gov/housing-assistance/home-loans/how-to-apply/,"Find out how to apply for a VA home loan Certificate of Eligibility (COE). To get a VA-backed home loan, you'll give this COE to your lender to show that you qualify for this benefit based on your service history and duty status.","November 8th 2018, 00:00:00.000",,"[""coe""]",FALSE,active
Daily Burial Schedule,cem.va.gov/cem/dailyburialschedule/,Daily Burial Schedule,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Frequently Asked Questions,www.cem.va.gov/cem/faq.asp,Frequently Asked Questions,"November 8th 2018, 00:00:00.000",,[],FALSE,active
GI Bill Regional Processing Offices,www.benefits.va.gov/gibill/regional_processing.asp,GI Bill Regional Processing Offices,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Veterans Day Posters and Information,www.va.gov/opa/vetsday/,The Veterans Day National Committee recognizes select Veterans Day observances throughout the country that represent fitting tributes to America’s heroes serve as models for other communities to follow in planning their own observances.,"November 8th 2018, 00:00:00.000",,"[""2018 poster"",""poster"",""vets day""]",FALSE,active
"John D. Dingell VA Medical Center, Detroit, Michigan",www.detroit.va.gov/,"4646 John R Street Detroit, MI 48201 Tel: 313-576-1000","November 10th 2018, 00:00:00.000",,[],FALSE,active
National Capital Regional Office,www.benefits.va.gov/washington/,"1722 I St., NW Washington, DC 20421 Monday-Friday, 8am-4pm","November 10th 2018, 00:00:00.000",,[],FALSE,active
Disability Benefits Questionnaires (DBQs),www.benefits.va.gov/compensation/dbq_disabilityexams.asp,Disability Benefits Questionnaires (DBQs) give Veterans more control over the disability claims process.,"November 30th 2018, 00:00:00.000",,"[""dbq"",""disability benefits questionnaire""]",FALSE,active
Managing Your Prescription Refills Online,www.myhealth.va.gov/mhv-portal-web/web/myhealthevet/managing-your-prescription-refills,My HealtheVet online prescription tools make it easier to manage your medicines.,"November 30th 2018, 00:00:00.000",,"[""pharmacy"",""prescriptions"",""RX""]",FALSE,active
File a Supplemental Claim with New Evidence,www.va.gov/decision-reviews/supplemental-claim/,"When you choose to file a Supplemental Claim, you’re adding new evidence that’s relevant to your case or identifying new evidence for review. A reviewer will determine whether the new evidence changes the decision.","March 1st 2020, 00:00:00.000",,"[""sc"",""supplemental claim""]",FALSE,active
Request a Board Appeal,www.va.gov/decision-reviews/board-appeal/,"When you choose this option, you’re appealing to a Veterans Law Judge at the Board of Veterans' Appeals in Washington, D.C. A judge who’s an expert in Veterans law will review your case.","March 1st 2020, 00:00:00.000",,"[""board appeal"",""nod"",""notice"",""notice of disagreement""]",FALSE,active
Novel Coronavirus Disease (COVID-19),www.publichealth.va.gov/n-coronavirus/,VA is working closely with the Centers for Disease Control and Prevention (CDC) and other federal partners to monitor an outbreak of Novel Coronavirus. Visit the CDC website up to date info: https://www.cdc.gov/coronavirus/2019-ncov/index.html,"March 10th 2020, 00:00:00.000",,"[""coronavirus""]",FALSE,active
[OFF SITE] Office of Personnel Management eOPF,eopf.opm.gov/va/,[This website is not hosted by the Department of Veterans Affairs.] Office of Personnel Management website to access the electronic official personnel folder.,"December 17th 2019, 00:00:00.000",,"[""eopf""]",FALSE,active
Discover State Benefits,www.va.gov/statedva.htm,Find the website for a state or territory Department of Veterans Affairs office.,"June 23rd 2020, 00:00:00.000",,"[""local"",""state""]",FALSE,active
Prosthetic Socks,www.va.gov/health-care/order-prosthetic-socks/,Find out if you are eligible to order prosthetic stocks from VA for Veterans with amputations. And learn how to order online or by phone or mail.,"July 27th 2020, 00:00:00.000",,[],FALSE,active
Pre-Need Eligibility Determination For Burial in a VA National Cemetery,www.va.gov/burials-memorials/pre-need-eligibility/,Find out in advance if you're eligible to be buried in a VA national cemetery. Make the burial planning process easier for family by determining eligibility beforehand.,"November 8th 2018, 00:00:00.000",,"[""burial application"",""burial eligibility"",""pre-need eligibility burial""]",FALSE,active
Foreign Programs,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/study-at-foreign-schools/,"If you plan to study at a foreign school, find out how you can use VA benefits to cover your tuition and fees.","October 6th 2020, 00:00:00.000",,"[""foreign study""]",FALSE,active
Blue Water Navy Vietnam Veterans Act of 2019,benefits.va.gov/benefits/blue-water-navy.asp,"If you served on a Navy or Coast Guard ship near Vietnam, or in Korea during the Vietnam Era, you may be eligible for disability payments under a new law. The law also helps some Veterans get better terms on housing loans. Learn more about the benefits.","December 31st 2019, 00:00:00.000",,"[""blue water"",""blue water navy"",""blue water navy veterans"",""blue water bill""]",FALSE,active
Get a Veteran Health Identification Card (VHIC),www.va.gov/health-care/get-health-id-card/,Learn how to get a Veteran Health Identification Card (VHIC). Find out what to do if your card is lost or stolen and what to do with old ID cards you may have used for VA health care in the past.,"December 30th 2020, 00:00:00.000",,"[""health card"",""vhic"",""vhic status""]",FALSE,active
Download VA Benefit Letters,www.va.gov/records/download-va-letters/,"To receive some benefits, Veterans need a letter proving their status. You can access and download some of these benefit letters and documents online.","November 8th 2018, 00:00:00.000",,"[""award letter"",""letter"",""award letters"",""letters""]",FALSE,active
Add Dependents to Your VA Disability Benefits,www.va.gov/disability/add-remove-dependent/,Find out about adding dependents to your VA disability benefits for additional compensation.,"November 8th 2018, 00:00:00.000",,"[""declare"",""dependent"",""dependents""]",FALSE,active
Servicemembers’ Group Life Insurance (SGLI),www.va.gov/life-insurance/options-eligibility/sgli/,Servicemembers’ Group Life Insurance (SGLI) offers low-cost term coverage to eligible service members.,"April 29th 2019, 00:00:00.000",,"[""life insurance"",""sgli"",""VA life insurance""]",FALSE,active
Declare VA Dependents Online (VA Form 21-686c),www.va.gov/find-forms/about-form-21-686c/,Declare VA Dependents Online (VA Form 21-686c),"November 8th 2018, 00:00:00.000",,"[""add""]",FALSE,active
Find a Yellow Ribbon school,www.va.gov/education/yellow-ribbon-participating-schools/,"Find out if your school participates in the Yellow Ribbon Program. If you already have Post-9/11 GI Bill benefits, this program may help you pay for tuition for a degree or training program at a college or other institution of higher learning.","January 13th 2021, 00:00:00.000",,"[""find a yellow ribbon school""]",FALSE,active
Manage your VA debt,www.va.gov/manage-va-debt/,Use our online tool to check the status of your VA debt and find out what options you have to resolve it.,"December 3rd 2018, 00:00:00.000",,"[""debt"",""debt management"",""debt letter""]",FALSE,active
What if I can’t sign in to VA.gov because my password doesn’t work?,www.va.gov/resources/what-if-i-cant-sign-in-to-vagov-because-my-password-doesnt-work/,"First, try resetting the password for the account you use to sign in to VA.gov....","January 25th 2021, 00:00:00.000",,"[""password"",""password help"",""reset password"",""forgot password""]",FALSE,active
Update Your Direct Deposit Information,www.va.gov/change-direct-deposit/,Change your direct deposit and contact information for certain VA benefits online.,"November 30th 2018, 00:00:00.000",,"[""direct deposit""]",FALSE,active
VSOs and Accredited Representatives,benefits.va.gov/vso/index.asp,"Veteran Service Organizations (VSOs) are private groups that advocate on behalf of Veterans, Servicemembers, dependents, and survivors. An accredited representative is an individual who has undergone a formal training process to assist claimants.","December 4th 2018, 00:00:00.000",,"[""accredited representative"",""representative"",""vso""]",FALSE,active
"Federal Benefits for Veterans, Dependents and Survivors",www.va.gov/opa/publications/benefits_book.asp,This benefits booklet contains a brief overview of the most commonly sought information concerning Veterans benefits and services.,"May 29th 2019, 00:00:00.000",,"[""benefits book"",""benefits booklet"",""benefits handbook""]",FALSE,active
Find community-based urgent care,www.va.gov/COMMUNITYCARE/programs/veterans/Urgent_Care.asp,"Find non-VA urgent care providers who treat injuries and illnesses that require immediate attention, but are not life-threatening.","June 12th 2019, 00:00:00.000",,"[""community care"",""urgent care"",""walk-in care"",""walk-in clinic"",""walk-in urgent care""]",FALSE,active
How to Apply for a Discharge Upgrade,www.va.gov/discharge-upgrade-instructions/,Get customized step-by-step instructions on how to apply for a discharge upgrade or correction.,"November 1st 2018, 00:00:00.000",,"[""discharge"",""discharge upgrade""]",FALSE,active
VA National Center for PTSD,www.ptsd.va.gov/,"Posttraumatic Stress Disorder (PTSD) is a mental health problem that can occur after a traumatic event like war, assault, or disaster. PTSD treatment can help. Find handouts, apps, videos, and courses based on current research.","November 8th 2018, 00:00:00.000",,"[""ptsd""]",FALSE,active
CHAMPVA Benefits,www.va.gov/health-care/family-caregiver-benefits/champva/,"CHAMPVA benefits cover the cost of health care for the spouse, surviving spouse, or child of a Veteran who has disabilities or who is deceased.","November 8th 2018, 00:00:00.000",,"[""champ va""]",FALSE,active
Eligibility for VA Disability Benefits,www.va.gov/disability/eligibility/,Read VA disability benefits eligibility criteria to see if you qualify for compensation for a presumptive disability or other service-connected conditions.,"November 8th 2018, 00:00:00.000",,"[""disability eligibility"",""eligibility""]",FALSE,active
Agent Orange Exposure,www.va.gov/disability/eligibility/hazardous-materials-exposure/agent-orange/,Learn about VA disability compensation and other benefits for Veterans with illnesses related to Agent Orange exposure during the Vietnam War or in certain related jobs.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Non-Hodgkin's Lymphoma Linked to Agent Orange,www.va.gov/disability/eligibility/hazardous-materials-exposure/agent-orange/non-hodgkins-lymphoma/,"Non-Hodgkin's Lymphoma (a type of cancer) can be caused by contact with Agent Orange. If you served in or near Vietnam during the Vietnam War, or in certain related jobs, and you have this cancer, find out if you're eligible for VA disability pay.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Agent Orange Exposure While Serving in Vietnam or Korea,www.va.gov/disability/eligibility/hazardous-materials-exposure/agent-orange/service-in-vietnam-korea/,"If you served in Vietnam or in the Korean DMZ during the Vietnam Era, you may have had contact with Agent Orange. Find out if you're eligible for VA disability pay and other benefits for illnesses related to contact with this toxic chemical.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Ionizing Radiation Exposure,www.va.gov/disability/eligibility/hazardous-materials-exposure/ionizing-radiation/,Find out if you can get VA disability pay and health care for illnesses linked to ionizing radiation exposure during military service. Illnesses include some cancers. You may have had contact with ionizing radiation if you served in certain roles.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Chemical and Biological Exposure Through Projects 112 or SHAD,www.va.gov/disability/eligibility/hazardous-materials-exposure/project-112-shad/,"If you were part of Project 112 or Project SHAD, you may be at risk for certain illnesses. Find out if you can get VA disability pay and other benefits. You can also learn more about certain test sites, ships, and units involved in this testing.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Gulf War Illness Linked to Service in Southwest Asia,www.va.gov/disability/eligibility/hazardous-materials-exposure/gulf-war-illness-southwest-asia/,"Find out if you can get VA disability compensation for illnesses linked to Gulf War service in Southwest Asia (often called ""Gulf War Syndrome"").","November 8th 2018, 00:00:00.000",,[],FALSE,active
Dental Benefits for Veterans with Disabilities,www.va.gov/disability/eligibility/special-claims/dental-care/,"Find out if you can get VA dental benefits for disabled Veterans. If you have a service-connected disability or meet other qualifications, you may be able to get some or all of your dental care through VA.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Increased Disability Rating for Time Spent in a Hospital,www.va.gov/disability/eligibility/special-claims/temporary-increase-for-time-in-hospital/,"If you spent time in a VA or VA-approved hospital for a disability related to your military service, find out if you can get added disability pay. You may be able to get a temporary 100% disability rating for the time you sent in the hospital.","November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Individual Unemployability (Veterans Who Can't Work Due to a Disability),www.va.gov/disability/eligibility/special-claims/unemployability/,Find out how to file for VA individual unemployability compensation if you're an unemployed Veteran who can't work due to a service-connected disability.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Temporary Disability Benefits (Prestabilization Rating),www.va.gov/disability/eligibility/special-claims/temporary-rating-prestabilization/,"Find out if you can get VA temporary disability benefits if you recently ended your active military service and you have a service-connected disability. If you qualify, you'll get what's called a prestabilization rating.","November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Fully Developed Claims Program,www.va.gov/disability/how-to-file-claim/evidence-needed/fully-developed-claims/,Find out how to file a fully developed claim to get a faster decision on your VA disability compensation claim.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
File Your VA Disability Claim Online (VA Form-21-526EZ),www.va.gov/disability/file-disability-claim-form-21-526ez/,Use VA Form 21-526ez to file your VA disability claim online now.,"November 8th 2018, 00:00:00.000",,"[""526""]",FALSE,active
The VA Claim Process after You File Your Claim,www.va.gov/disability/after-you-file-claim/,"Find out what happens in the VA claim process after you file your claim. Learn about the steps in the VA disability claim processing timeline and how long it takes, on average, to get your VA disability rating.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Request a Priority Review,www.va.gov/disability/file-an-appeal/request-priority-review/,"Find out how to request a priority review to have your VA appeal moved to the front of the line (called ""Advanced on the Board of Veterans' Appeals Docket"").","November 8th 2018, 00:00:00.000",,[],FALSE,active
Veterans Programs for Health and Wellness,www.va.gov/health-care/wellness-programs/,Learn about programs for health and wellness.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Veteran Suicide Prevention,www.va.gov/health-care/health-needs-conditions/mental-health/suicide-prevention/,Veteran Suicide Prevention,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Korean War Veterans Health Issues,www.va.gov/health-care/health-needs-conditions/health-issues-related-to-service-era/korean-war/,Korean War Veterans Health Issues,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Veterans Health Issues Related to Service History,www.va.gov/health-care/health-needs-conditions/health-issues-related-to-service-era/,Veterans Health Issues Related to Service History,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Chemical or Hazardous Material Exposure,www.va.gov/health-care/health-needs-conditions/chemical-hazardous-materials-exposure/,Chemical or Hazardous Material Exposure,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Family and Caregiver Health Care Benefits,www.va.gov/health-care/family-caregiver-benefits/,"Learn about VA medical benefits for the spouses, dependents, and family caregivers.","November 8th 2018, 00:00:00.000",,"[""spouse benefits""]",FALSE,active
VA Dental Care,www.va.gov/health-care/about-va-health-benefits/dental-care/,"Find out if you qualify for VA dental care benefits depending on factors like your disability rating, service history, and specific needs. If you don't qualify for free dental care, find out how to buy dental insurance through VA.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Pension,www.va.gov/pension/,"Apply for VA pension benefits for wartime Veterans and survivors with limited or no income who meet certain age and disability requirements. Find out if you're eligible for monthly payments, view pension rates for Veterans and survivors, and apply now.","November 8th 2018, 00:00:00.000",,[],FALSE,active
How to apply for a VA pension as a Veteran,www.va.gov/pension/how-to-apply/,"Find out how to apply for a VA pension online, by mail, in person, or with the help of a trained professional.","November 8th 2018, 00:00:00.000",,"[""apply for pension"",""intent to file""]",FALSE,active
Survivors Pension Rates,www.va.gov/pension/survivors-pension-rates/,Survivors Pension Rates,"November 8th 2018, 00:00:00.000",,[],FALSE,active
What to Expect at a Military Funeral,www.va.gov/burials-memorials/what-to-expect-at-military-funeral/,What to Expect at a Military Funeral,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Bereavement Counseling,www.va.gov/burials-memorials/bereavement-counseling/,Bereavement Counseling,"November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Education Benefits for Survivors and Dependents,www.va.gov/education/survivor-dependent-benefits/,Find out if you're eligible and how to apply for GI Bill and other VA education benefits for dependents and survivors (also known as Chapter 35).,"November 8th 2018, 00:00:00.000",,"[""dea""]",FALSE,active
Opt-out Form,www.va.gov/education/opt-out-information-sharing/opt-out-form-0993/,Opt-out Form,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Apply Online For GI Bill Benefits (VA Form 1990),www.va.gov/education/apply-for-education-benefits/application/1990/introduction/,Apply Online For GI Bill Benefits (Equal to VA Form 22-1990 Application for VA Education Benefits).,"November 8th 2018, 00:00:00.000",,"[""22-1990""]",FALSE,active
Work Study,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/work-study/,Work Study,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Tutorial Assistance,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/tutor-assistance/,Tutorial Assistance,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Post-9/11 GI Bill (Chapter 33),www.va.gov/education/about-gi-bill-benefits/post-9-11/,"Find out if you can help paying for school or job training through the Post-9/11 GI Bill (Chapter 33). You may qualify if you served on active duty after September 10, 2001, or if you're the qualified spouse or dependent child of a Veteran.","November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Housing Assistance,www.va.gov/housing-assistance/,"Find out if you're eligible and how to apply for VA housing assistance. We offer Veterans housing assistance, including VA-backed home loans and grants for Veterans with service-connected disabilities.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Apply for a Veteran ID Card (VIC),www.va.gov/records/get-veteran-id-cards/vic/,"A Veteran ID Card (VIC) is a form of photo ID you can use to get discounts offered to Veterans at many restaurants, hotels, stores, and other businesses. Find out if you’re eligible for a Veteran ID Card—and how to apply.","November 8th 2018, 00:00:00.000",,"[""vic"",""vic application""]",FALSE,active
Washington DC VA Medical Center,www.washingtondc.va.gov/,"50 Irving Street, NW Washington, DC 20422","November 10th 2018, 00:00:00.000",,[],FALSE,active
Office of Human Resources and Administration,www.va.gov/employee/,HR&amp;A sets the strategic direction and articulates the vision that places the VA Human Resources community at the very cornerstone of the VA mission of care and service to the Nation’s Veterans and their families.,"November 15th 2018, 00:00:00.000",,"[""eopf""]",FALSE,active
Check Your VA Claim or Appeal Status,www.va.gov/claim-or-appeal-status/,You can use this tool to check the status of a VA claim or appeal for compensation.,"November 15th 2018, 00:00:00.000",,"[""claim status"",""status""]",FALSE,active
Information for Tax Season,www.va.gov/health/aca/Information-For-Tax-Season.asp,"If you were enrolled in one of VA’s programs, you will receive a new Form 1095-B (Health Coverage) from VA by mail.","February 4th 2020, 00:00:00.000",,"[""1095"",""1095-B""]",FALSE,active
File a Claim While Overseas,www.va.gov/disability/how-to-file-claim/when-to-file/pre-discharge-claim/file-while-overseas/,"If you're serving on active duty overseas and believe you have a service-connected disability, find out how to file a pre-discharge claim. You can file through the Benefits Delivery at Discharge (BDD) program 180 to 90 days before discharge.","November 8th 2018, 00:00:00.000",,[],FALSE,active
Pre-discharge Claim,www.va.gov/disability/how-to-file-claim/when-to-file/pre-discharge-claim/,"If you're on active duty and believe you have a service-connected disability, find out how to file a pre-discharge claim for VA disability benefits. You can file through the Benefits Delivery at Discharge (BDD) program 180 to 90 days before discharge.","November 8th 2018, 00:00:00.000",,"[""bdd"",""pre-discharge""]",FALSE,active
File for increased disability compensation,www.va.gov/disability/how-to-file-claim,Equal to VA Form 21-526EZ (Application for Disability Compensation and Related Compensation Benefits).,"November 8th 2018, 00:00:00.000",,"[""526"",""claim for increase"",""Disability Increase"",""increase disability compensation""]",FALSE,active
myVA311,www.va.gov/landing2_contact.htm,Dial 1-844-MyVA311 (1-844-698-2311). You will hear a menu of options that you can select from to route you to the right place,"August 6th 2020, 00:00:00.000",,"[""311"",""myVA311""]",TRUE,active
VA outreach materials and events calendar,www.va.gov/outreach-and-events/,"Explore resources for our outreach partners such as Veteran Service Organizations (VSOs), and sign up for events.","September 14th 2020, 00:00:00.000",,"[""outreach materials"",""events calendar""]",FALSE,active
Get Paid Back For Test Fees | Veterans Affairs,www.va.gov/education/about-gi-bill-benefits/how-to-use-benefits/test-fees/,"Find out how you can get reimbursed for registration fees, admissions tests like the GRE, GMAT, or LSAT, and specialized tests if your job requires a license or certification. Learn what forms you'll need to submit when applying for this benefit.","October 7th 2020, 00:00:00.000",,"[""certification"",""licensing""]",FALSE,active
Coronavirus FAQs: What Veterans need to know,www.va.gov/coronavirus-veteran-frequently-asked-questions/,Get the latest information about how COVID-19 may impact your VA health care and other VA benefits and services.,"March 20th 2020, 00:00:00.000",,"[""coronavirus"",""covid"",""covid-19"",""covid19"",""novel coronavirus""]",FALSE,active
VA events,www.va.gov/outreach-and-events/events/,"Veterans' benefits help Veterans and their families buy homes, earn degrees, start careers, stay healthy, and more. Join an event for conversation and information.","September 14th 2020, 00:00:00.000",,"[""calendar"",""events"",""happenings"",""outreach events"",""townhall meetings"",""events calendar"",""event calendar""]",FALSE,active
Filing a Supplemental Claim (Form 20-0995),www.va.gov/find-forms/about-form-20-0995/,"When you choose to file a Supplemental Claim, you’re adding new evidence that’s relevant to your case or identifying new evidence for review.","December 30th 2020, 00:00:00.000",,"[""supplemental claim"",""VA Form 20-0995"",""Form 20-0995"",""20-0995""]",FALSE,active
Purchase Loan,www.va.gov/housing-assistance/home-loans/loan-types/purchase-loan/,Lenders offer competitive interest rates on VA-backed purchase loans. Find out if you’re eligible for this loan.,"November 8th 2018, 00:00:00.000",,"[""purchase loan""]",TRUE,active
Educational and Career Counseling (VA Chapter 36),www.va.gov/careers-employment/education-and-career-counseling/,"Personalized Career Planning and Guidance (PCPG), or VA Chapter 36, offers free educational and career guidance, planning, and resources to Veterans and their dependents who are eligible for a VA education benefit. Apply online.","December 3rd 2020, 00:00:00.000",,"[""Chapter 36"",""PCPG"",""Personalized Career Planning and Guidance""]",FALSE,active
Authorization to Disclose Personal Information to a Third Party (VA Form 21-0845),www.va.gov/find-forms/about-form-21-0845/,Use VA Form 21-0845 to authorize VA to share your personal information with a non-VA (third-party) individual or organization.,"December 30th 2020, 00:00:00.000",,"[""Disclose Personal Information"",""Third Party Information Disclosure""]",FALSE,active
Veterans’ Group Life Insurance (VGLI),www.va.gov/life-insurance/options-eligibility/vgli/,"With Veterans’ Group Life Insurance (VGLI), you may be able to keep your life insurance coverage after you leave the military for as long as you continue to pay the premiums.","December 30th 2020, 00:00:00.000",,"[""vgli"",""VA life insurance"",""veterans group life insurance""]",FALSE,active
Signing in to VA.gov,www.va.gov/resources/signing-in-to-vagov/,Get answers to your questions about signing in to VA.gov to manage your benefits and services online.,"January 11th 2021, 00:00:00.000",,"[""va.gov login"",""va.gov sign in help"",""password"",""log in""]",FALSE,active
Dependency and Indemnity Compensation (DIC),benefits.va.gov/compensation/types-dependency_and_indemnity.asp,Dependency and Indemnity Compensation (DIC) is a tax-free monetary benefit paid to eligible survivors of military Servicemembers who died in the line of duty or eligible survivors of Veterans whose death resulted from a service-related injury or disease.,"February 7th 2019, 00:00:00.000",,"[""Dependency and Indemnity Compensation"",""DIC""]",FALSE,active
Types of Veteran ID Cards,www.va.gov/records/get-veteran-id-cards/,Learn about the different types of ID cards you can get to show you're a Veteran.,"November 1st 2018, 00:00:00.000",,"[""apply for id"",""id"",""id card"",""id card application"",""identification card"",""va id"",""va id card"",""veterans id card""]",FALSE,active
VA Disability Compensation,www.va.gov/disability/,"Find out if you're eligible for VA disability pay (compensation) for a service-connected disability. Learn about VA disability benefits, ratings, which conditions qualify, how to apply, and what to expect after you apply for Veterans disability.","November 8th 2018, 00:00:00.000",,"[""compensation"",""disability"",""disability compensation"",""disability pay""]",FALSE,active
Agent Orange Registry Exam,www.va.gov/disability/eligibility/hazardous-materials-exposure/agent-orange/registry-health-exam/,Find out how to request an Agent Orange Registry health exam if you think you had contact with this toxic herbicide during military service.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Agent Orange Exposure from C-123 Aircraft,www.va.gov/disability/eligibility/hazardous-materials-exposure/agent-orange/c-123-aircraft/,"If you flew on, or worked with, C-123 aircraft in Vietnam or other locations, you may have had contact with Agent Orange. Find out if you're eligible for VA disability pay and other benefits for illnesses related to contact with this toxic chemical.","November 8th 2018, 00:00:00.000",,"[""c123""]",FALSE,active
Agent Orange exposure on Navy or Coast Guard ships,www.va.gov/disability/eligibility/hazardous-materials-exposure/agent-orange/navy-coast-guard-ships-vietnam/,"If you served on a Navy or Coast Guard ship in or around Vietnam during the Vietnam Era, you may have been exposed to Agent Orange. Find out if you're eligible for VA disability pay and other benefits for illnesses related to contact with this herbicide.","November 8th 2018, 00:00:00.000",,"[""blue water"",""blue water navy""]",FALSE,active
Mustard Gas or Lewisite Exposure,www.va.gov/disability/eligibility/hazardous-materials-exposure/mustard-gas-lewisite/,Find out if you can get VA disability pay and other benefits for illnesses related to mustard gas or lewisite exposure. You may have had contact with mustard gas or lewisite if you served in certain areas during WW2.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Disability Benefits for Former Prisoners of War (POWs),www.va.gov/disability/eligibility/former-pows/,Learn about VA disability compensation and other benefits for former Prisoners of War (POWs). Learn which conditions these benefits cover and how to file your claim.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Benefits for Disabilities That Appear within 1 Year after Discharge,www.va.gov/disability/eligibility/illnesses-within-one-year-of-discharge/,Find out how to apply for VA disability compensation for a condition that started within one year after discharge from active military service.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
Special Claims,www.va.gov/disability/eligibility/special-claims/,"If you're a Veteran living with a service-connected disability, find out if you can get special compensation for help with certain needs.","November 8th 2018, 00:00:00.000",,[],FALSE,active
VA Automobile Allowance and Adaptive Equipment,www.va.gov/disability/eligibility/special-claims/automobile-allowance-adaptive-equipment/,Find out if you can get a VA automobile allowance if you're a Veteran living with a service-connected disability that prevents you from driving.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
How to File a VA Disability Claim,www.va.gov/disability/how-to-file-claim/,"Find out how to file a VA disability claim for a service-connected disability online, by mail, in person, or with the help of a trained professional.","November 8th 2018, 00:00:00.000",,"[""claim"",""claims"",""disability claim"",""intent to file""]",FALSE,active
Types of VA Disability Claims and When to File,www.va.gov/disability/how-to-file-claim/when-to-file/,Learn about the different types of VA claims for disability compensation.,"November 8th 2018, 00:00:00.000",,"[""claim"",""claims"",""compensation"",""disability claim"",""disability compensation""]",FALSE,active
How to Gather Evidence for Your Claim,www.va.gov/disability/how-to-file-claim/evidence-needed/,Find out what evidence you'll need when you file a VA disability claimand what your options are for gathering documents to support your claim.,"November 8th 2018, 00:00:00.000",,[],FALSE,active
