UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,F1SYSTYP,F1SYSNAM,F1SYSCOD,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE
152266,Purdue University-North Central Campus,1401 S US Hwy 421,Westville,IN,46391-9542,18,3,Dr. James B. Dworkin,Chancellor,2197855200,356002041,182600,1,www.pnc.edu,www.pnc.edu/admissions,www.pnc.edu/financialaid,www.pnc.edu/admissions/undergrad/applying/,www.pnc.edu/netprice/,www.pnc.edu/veterans, ,1,1,1,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,Purdue-North Central|Purdue-NC|Purdue North Central|PNC,2,22,13,2,6,3,12,33,2,3,33140,1,176,-2,1,Purdue University,118070,18091,LaPorte,1801,-86.89523,41.583788
152275,Ravenscroft Beauty College,4530 Lahmeyer Road,Fort Wayne,IN,46835,18,3,Sid McQueary,Executive Director,2604868868,351416449,2084800,1,ravenscroftcollege.com, , , ,ravenscroftcollege.com, , ,9,3,3,2,1,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,23060,1,258,-2,2, ,-2,18003,Allen,1803,-85.046961,41.12233
152309,Rogers Academy of Hair Design,2903 Mt. Vernon Avenue,Evansville,IN,47712,18,3,Mary Hayden,Director,81242901102,351539927,2339600,1,rogershairacademy.com,rogershairacademy.com,rogershairacademy.com,rogershairacademy.com,rogershairacademy.com, , ,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,21780,1,-2,-2,2, ,-2,18163,Vanderburgh,1808,-87.609971,37.983398
152318,Rose-Hulman Institute of Technology,5500 Wabash Avenue,Terre Haute,IN,47803-3920,18,3,James C. Conwell,President,8128771511,350868149,183000,1,www.rose-hulman.edu,www.rose-hulman.edu/admissions-financial-aid/admissions-office.aspx,www.rose-hulman.edu/offices-services/financial-aid-office.aspx,www.rose-hulman.edu/admissions-financial-aid/what-it-takes-to-apply/freshman-application-and-deadlines.aspx,https://prod11gbss8.rose-hulman.edu/BanSS/RHIT_NPCALC.P_Index, , ,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,R-HIT|RHIT|Rose Polytechnic|Rose Polytechnic Institute|RP|RPI|Rose-Hulman|Rose Hulman|Rose-Hulman Institute|Rose Hulman Institute|Rose,2,27,-2,-2,-2,3,-2,54,2,2,45460,1,-2,-2,2, ,-2,18167,Vigo,1808,-87.32357,39.480946
152327,Rudae's School of Beauty Culture-Kokomo,208 W Jefferson St,Kokomo,IN,46901-4516,18,3,C .L. Craft,CEO,8004669744,351071289,967302,1,www.rudaes.com, ,www.rudaes.com/page/5/Financial-Aid, ,www.rudaes.com/netpricecalc, , ,9,3,3,2,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,29020,1,316,-2,1,Rudae's Inc.,304080,18067,Howard,1804,-86.132711,40.491296
152336,University of Saint Francis-Fort Wayne,2701 Spring St,Fort Wayne,IN,46808-3994,18,3,M Elise Kriss,President,2603997700,350886846,183200,1,www.sf.edu,www.sf.edu/admissions,financialaid.sf.edu/,www.sf.edu/sf/apply,tcc.noellevitz.com/(S(tu3hvslhnzip5tj0ej2w1qsl))/University%20of%20Saint%20Francis/Freshman%20Students, , ,2,1,2,8,1,1,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"University of Saint Francis of Fort Wayne, Indiana |University of Saint Francis |Saint Francis College |University of St. Francie-Fort Wayne  |University of St Francie-Fort Wayne",2,20,13,8,11,4,9,21,2,2,23060,1,258,-2,2, ,-2,18003,Allen,1803,-85.173694,41.087772
152363,Saint Josephs College,1498 South College Avenue,Rensselaer,IN,47978-0722,18,3,Dr. Stephen Hulbert,President,2198666000,350868152,183300,1,www.saintjoe.edu,www.saintjoe.edu/admissions,www.saintjoe.edu/paying-college,www.saintjoe.edu/admission-application?op=Online,www.saintjoe.edu/sjc-net-price-calculator, ,www.saintjoe.edu/student-right-know-graduation-rates,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,SJC|Saint Joe|Saint Joseph's,2,22,9,3,9,3,8,32,2,2,16980,1,176,-2,2, ,-2,18073,Jasper,1804,-87.155541,40.923438
152381,Saint Mary-of-the-Woods College,1 St Mary of Woods Coll,Saint Mary of the Woods,IN,47876-1099,18,3,Dr. Dottie King,President,8125355151,351065063,183500,1,www.smwc.edu,www.smwc.edu/admission/,www.smwc.edu/resources/financial-aid/,www.smwc.edu/admission/apply-online/,https://smwc.collegecosts.com/Estimator/Agreement,www.smwc.edu/resources/financial-aid/military_benefits,smwc.edu/athletics,2,1,2,7,1,1,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,St. Mary-of-the-Woods College  |St Mary-of-the-Woods College,2,22,13,7,5,4,6,32,2,1,45460,1,-2,-2,2, ,-2,18167,Vigo,1808,-87.460126,39.510543
152390,Saint Mary's College,133 LeMans Hall,Notre Dame,IN,46556,18,3,Carol A. Mooney,President,5742844000,350868158,183600,1,https://www.saintmarys.edu,https://www.saintmarys.edu/admission,https://www.saintmarys.edu/tuition,https://www.saintmarys.edu/apply,https://npc.collegeboard.org/student/app/saintmarys.edu,www.saintmarys.edu/yellow-ribbon-program, ,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,St. Mary's College  |St Mary's College,2,21,6,-1,12,2,11,32,2,2,43780,1,515,-2,2, ,-2,18141,St. Joseph,1802,-86.256947,41.707274
152415,Kaplan College-Hammond,7833 Indianapolis Blvd,Hammond,IN,46324,18,3,Johnny Craig,Market President,2198440100,351520239,2201800,1,www.kaplancollege.com/hammond-in/, , , ,www.kaplancollege.com/hammond-in/tuition-fees/,www.kaplancollege.com/military-benefits/, ,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,10,1,-1,3,1,2,40,2,1,16980,1,176,-2,1,Kaplan Higher Education Corporation,302640,18089,Lake,1801,-87.474172,41.5708
152451,Saint Meinrad School of Theology,200 Hill Drive,St. Meinrad,IN,47577,18,3,"Denis Robinson, OSB",President-Rector,8123576611,350868161,727600,1,www.saintmeinrad.edu,www.saintmeinrad.edu/lay-degrees/admissions-financial-information/,www.saintmeinrad.edu/lay-degrees/admissions-financial-information/financial-aid/, ,www.saintmeinrad.edu,www.saintmeinrad.edu/lay-degrees/admissions-financial-information/financial-aid/, ,2,1,2,8,2,1,20,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1,Saint Meinrad Seminary and School of Theology,1,24,-2,-2,-2,7,-2,51,2,1,-2,-2,-2,-2,2, ,-2,18147,Spencer,1808,-86.810417,38.166046
152497,Saint Elizabeth School of Nursing,1508 Tippecanoe Street,Lafayette,IN,47904-2198,18,3,Terrance  E.  Wilson,President and CEO,7654236400,350976769,625700,1,www.steson.org,steson.org,steson.org,steson.org,steson.org,steson.org,steson.org,5,2,2,4,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,St. Elizabeth School of Nursing and Saint Joseph's College Cooperative Nursing Program |St Elizabeth School of Nursing,6,-3,-3,-3,-3,-3,-3,-3,2,1,29200,1,320,-2,2, ,-2,18157,Tippecanoe,1804,-86.88081,40.42624
152530,Taylor University,236 W Reade Ave,Upland,IN,46989-1001,18,3,Eugene B. Habecker,President,7659982751,350868181,183800,1,www.taylor.edu,www.taylor.edu/admissions/,www.taylor.edu/admissions/finaid/,www.taylor.edu/admissions/undergraduate/application-process/first-time-freshman.shtml,www.taylor.edu/finaid/netpricecalculator/,https://online.taylor.edu/degrees/military.shtml,www.taylor.edu/about/services/student-consumer-information/,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,9,-1,12,3,11,32,2,2,31980,2,-2,-2,2, ,-2,18053,Grant,1805,-85.496906,40.458382
152567,Trine University,1 University Ave,Angola,IN,46703-1764,18,3,Earl D. Brooks II,President,2606654100,350715530,183900,1,www.trine.edu,www.trine.edu/admission/,www.trine.edu/financial-aid/index.aspx,www.trine.edu/admissions/apply/,tcc.noellevitz.com/(S(ymcriszfnc2zyyrep4dvg3eb))/Trine%20University/Freshman-Students,www.trine.edu/veterans.aspx, ,2,1,2,9,1,1,13,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,16,11,10,3,11,32,2,2,11420,2,258,-2,2, ,-2,18151,Steuben,1803,-85.005696,41.633389
152600,Valparaiso University,US Highway 30 and Sturdy Road,Valparaiso,IN,46383,18,3,Mark A. Heckler,President,2194645000,350868125,184200,1,www.valpo.edu,www.valpo.edu/admission/,www.valpo.edu/financialaid/,www.valpo.edu/admission/apply/,https://valpo.collegecosts.com/Estimator/Agreement, ,www.valpo.edu/registrar/assets/pdfs/gradrates_report_by_ethnicity.pdf,2,1,2,9,1,1,13,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Valpo|VU,2,18,10,4,10,5,14,21,2,2,16980,1,176,-2,2, ,-2,18127,Porter,1801,-87.045853,41.463176
152628,Vincennes Beauty College,12 S Second St,Vincennes,IN,47591,18,3,Jessica Chambers,Administrator,8128821086,351143182,1015100,1,vincennesbeautycollege.com, , , ,vincennesbeautycollege.com, , ,9,3,3,2,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,47180,2,-2,-2,2, ,-2,18083,Knox,1808,-87.532858,38.679524
152637,Vincennes University,1002 N First St,Vincennes,IN,47591,18,3,Dr. Richard Helton,President,8128888888,356004137,184300,1,vinu.edu/,vinu.edu/vincennes-campus,vinu.edu/financialaid,https://ror.vinu.edu/vuapply/,https://www.indianacollegecosts.org/cce/Estimator/Agreement,vinu.edu/content/military-education-tuition-and-fees, ,1,1,1,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,3,12,2,-1,6,2,12,40,2,4,47180,2,-2,-2,2, ,-2,18083,Knox,1808,-87.523106,38.686861
152673,Wabash College,301 West Wabash Avenue,Crawfordsville,IN,47933-0352,18,3,Gregory D. Hess,President,7653616100,350868202,184400,1,www.wabash.edu,www.wabash.edu/admissions/,www.wabash.edu/finaid/,www.wabash.edu/admissions/apply,https://www.wabash.edu/finaid/early, , ,2,1,2,5,1,2,30,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,3,-1,10,2,8,31,2,1,18820,2,294,-2,2, ,-2,18107,Montgomery,1804,-86.905809,40.037799
152798,Allen College,1990 Heath St,Waterloo,IA,50703-1999,19,4,Jerry Durham,Chancellor,3192262000,421351526,3069100,1,www.allencollege.edu,www.allencollege.edu/index.php?option=com_content&task=view&id=3&Itemid=26,www.allencollege.edu/index.php?option=com_content&task=view&id=8&Itemid=31,www.allencollege.edu/index.php?option=com_content&task=view&id=122&Itemid=11,www.allencollege.edu/images/Finance/NetPrice/npcalc.htm, ,www.allencollege.edu/index.php?option=com_content&task=view&id=32,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,26,-2,-2,-2,4,-2,53,2,1,47940,1,-2,-2,2, ,-2,19013,Black Hawk,1901,-92.338018,42.531427
152822,AIB College of Business,2500 Fleur Drive,Des Moines,IA,50321-1799,19,4,Nancy Williams,President,5152444221,420681067,396300,1,www.aib.edu,www.aib.edu/admissions/,www.aib.edu/admissions/financial-aid-scholarships/,https://forms.aib.edu/lincdoc/doc/run/aib/admitapp?inquryoradmission=Admission,aib.edu/admissions/financial-aid-scholarships/net-price-calculator,aib.edu/docs/default-source/Admissions-Guides/click-here-for-the-military-admissions-guide-for-2014-2015.pdf?sfvrsn=0, ,2,1,2,5,1,2,30,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,American Institute of Business,2,29,-2,-2,-2,2,-2,40,2,2,19780,1,218,-2,2, ,-2,19153,Polk,1903,-93.645694,41.561953
152992,Briar Cliff University,3303 Rebecca Street,Sioux City,IA,51104,19,4,Beverly Wharton,President,7122795321,420707124,184600,1,www.briarcliff.edu,www.briarcliff.edu/admissions/,www.briarcliff.edu/admissions/costs-financial-aid/,https://old.briarcliff.edu/apply/application.aspx,tcc.noellevitz.com/(S(bfc2lemhajtxvzt30t43m5sa))/Briar%20Cliff%20University/Freshman%20Students, ,https://www.briarcliff.edu/media/100727/athlete_graduation.pdf,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,10,10,3,8,32,2,2,43580,1,512,-2,2, ,-2,19193,Woodbury,1904,-96.42696,42.526919
153001,Buena Vista University,610 W 4th St,Storm Lake,IA,50588,19,4,Frederick V Moore,President,7127492400,420680404,184700,1,www.bvu.edu,www.bvu.edu/admissions/,www.bvu.edu/financialassistance/,www.bvu.edu/apply/,www.bvu.edu/calculator/, , ,2,1,2,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,12,1,9,3,11,32,2,2,44740,2,-2,-2,2, ,-2,19021,Buena Vista,1904,-95.208053,42.642529
153074,Capri College-Dubuque,395 Main St,Dubuque,IA,52004-0873,19,4,Charles Fiegen,Owner,5.63588E+12,420921245,758800,1,www.capricollege.edu,www.capricollege.edu,www.capricollege.edu/financial-aid-page.html, ,www.capricollege.edu/net-price-calculator-page.html, , ,6,2,3,4,1,2,0,2,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,20220,1,-2,-2,1,Fiegen & Bisenius Inc.,302010,19061,Dubuque,1901,-90.665345,42.497443
153083,Capri College-Cedar Rapids,2945 Williams Parkway S.W.,Cedar Rapids,IA,52404,19,4,Charles Fiegen,Owner,3193641541,420921245,2090300,1,www.capricollege.edu,www.capricollege.edu,www.capricollege.edu,www.capricollege.edu,www.capricollege.edu,www.capricollege.edu, ,6,2,3,4,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,16300,1,168,-2,1,Fiegen & Bisenius Inc.,302010,19113,Linn,1901,-91.71027,41.9607
153092,American College of Hairstyling-Cedar Rapids,1531 First Ave SE,Cedar Rapids,IA,52402,19,4,T L Millis,President,3193621488,421069752,765600,1,americancollegeofhair.com, ,americancollegeofhair.com/financial.html, ,americancollegeofhair.com, , ,6,2,3,4,1,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2,"Cedar Rapids School of Hairstyling, Inc. |American College of Hairstyling - Cedar Rapids",6,-3,-3,-3,-3,-3,-3,-3,2,1,16300,1,168,-2,1,American Colleges of Hairstyling Inc.,300230,19113,Linn,1901,-91.733905,41.967378
153108,Central College,812 University,Pella,IA,50219,19,4,Mark Putnam,President,8774623687,420680344,185000,1,www.central.edu,www.central.edu/admission/,www.central.edu/financialAid/,https://www.central.edu/admission/forms/apply/,www.central.edu/financialAid/estimator.cfm,departments.central.edu/registrar/other/veteran-benefits/, ,2,1,2,5,1,2,30,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,-1,10,2,11,32,2,2,-2,-2,-2,-2,2, ,-2,19125,Marion,1902,-92.918664,41.400236
153126,Clarke University,1550 Clarke Dr,Dubuque,IA,52001-3198,19,4,"Joanne M. Burrows, SC, Ph.D.",President,5635886300,420680408,185200,1,www.clarke.edu,www.clarke.edu/admissions,www.clarke.edu/financialaid,www.clarke.edu/form.aspx?ekfrm=136,www.clarke.edu/admissions/undergraduate,www.clarke.edu/page.aspx?id=19512,www.clarke.edu/page.aspx?id=20267,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,13,11,11,4,11,32,2,2,20220,1,-2,-2,2, ,-2,19061,Dubuque,1901,-90.691512,42.508619
153144,Coe College,1220 First Ave NE,Cedar Rapids,IA,52402-5092,19,4,David McInally,President,3193998000,420686467,185400,1,www.coe.edu,www.coe.edu/admission,www.coe.edu/admission/financialaid,https://www.topcoepick.com/apply,www.coe.edu/admission/financialaid,www.coe.edu/admission/financialaid, ,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,6,1,12,3,11,31,2,2,16300,1,168,-2,2, ,-2,19113,Linn,1901,-91.657535,41.986383
153162,Cornell College,600 First St. SW,Mount Vernon,IA,52314-1098,19,4,Jonathan Brand,President,3198954000,420680335,185600,1,www.cornellcollege.edu,www.cornellcollege.edu/admissions/index.shtml,www.cornellcollege.edu/financial_assistance/,cornellcollege.edu/admissions/application/,https://tcc.noellevitz.com/(S(mo1jaxxtmpf31ousmxigl5ou))/Cornell%20College/Freshman-Students,www.cornellcollege.edu/financial-assistance/types-of-assistance/federal-grants.shtml, ,2,1,2,5,1,2,30,1,2,2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,1, ,2,21,3,-1,12,2,11,31,2,2,16300,1,168,-2,2, ,-2,19113,Linn,1901,-91.425435,41.925982
153171,Iowa School of Beauty-Marshalltown,112 Nicholas Dr,Marshalltown,IA,50158,19,4,Mark Oswald,President,6417524223,421009287,2330900,1,iowaschoolofbeauty.com,iowaschoolofbeauty.com,iowaschoolofbeauty.com,iowaschoolofbeauty.com,iowaschoolofbeauty.com/npcalc.html, , ,6,2,3,4,1,2,0,2,2,-2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,2,ISB,6,-3,-3,-3,-3,-3,-3,-3,2,1,32260,2,-2,-2,1,Iowa School of Beauty Inc.,302550,19127,Marshall,1901,-92.913104,42.014681
153214,Des Moines Area Community College,2006 Ankeny Blvd,Ankeny,IA,50023-3993,19,4,Robert J. Denson,President & CEO,5159646241,420926354,712000,1,www.dmacc.edu,go.dmacc.edu/admissions/Pages/welcome.aspx,go.dmacc.edu/fin_aid/pages/welcome.aspx,www.dmacc.edu/applyonlinefull.asp,go.dmacc.edu/fin_aid/Pages/estimator.aspx,https://go.dmacc.edu/admissions/Pages/residency.aspx, ,4,2,1,3,1,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,DMACC,4,3,1,-1,2,1,5,40,2,5,19780,1,218,-2,2, ,-2,19153,Polk,1903,-93.611597,41.707348
153241,Divine Word College,102 Jacoby Dr SW,Epworth,IA,52045,19,4,Timothy Lenchak,President,5638763353,420788226,185800,1,www.dwci.edu,www.dwci.edu/Admissions.aspx,www.dwci.edu/Admissions/Tuition-fees.aspx, ,www.dwci.edu/Admissions/Tuition-Fees/Net-Price-Calculator.aspx, ,www.dwci.edu,2,1,2,5,1,2,30,1,2,2,2,2,42,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,2,-2,51,2,1,20220,1,-2,-2,2, ,-2,19061,Dubuque,1901,-90.934917,42.441572
153250,Dordt College,498 4th Ave NE,Sioux Center,IA,51250-1697,19,4,Erik Hoekstra,President,7127226000,420772559,185900,1,www.dordt.edu,www.dordt.edu/admissions,www.dordt.edu/admissions/financial_aid/,www.dordt.edu/admissions/apply/,www.dordt.edu/services_support/business/costs/payment_calculator.shtml, ,www.dordt.edu/about/heoa.shtml,2,1,2,7,1,1,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,12,1,10,3,11,32,2,2,-2,-2,-2,-2,2, ,-2,19167,Sioux,1904,-96.166319,43.08396
153269,Drake University,2507 University Avenue,Des Moines,IA,50311-4505,19,4,David E Maxwell,President,5152712011,41103730,186000,1,www.drake.edu,www.drake.edu/admission,www.drake.edu/finaid/,www.drake.edu/admission,www.drake.edu/admission/undergraduate/netpricecalculator/, ,www.godrakebulldogs.com/ViewArticle.dbml?SPSID=82259&SPID=8137&DB_OEM_ID=15700&ATCLID=1104287#drakestudentatheletes,2,1,2,9,1,1,11,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,Drake,2,18,13,12,12,5,14,21,2,3,19780,1,218,-2,2, ,-2,19153,Polk,1903,-93.654062,41.60381
153278,University of Dubuque,2000 University Ave,Dubuque,IA,52001,19,4,Jeffrey F Bullock,President,5635893000,420680323,189100,1,www.dbq.edu,www.dbq.edu/admission/,www.dbq.edu/admission/financialaid/,www.dbq.edu/admission/applyonline/,www.dbq.edu/admission/financialaid/netpricecalculator/netpricecalculatorinclude.htm,www.dbq.edu/academics/registrar/veteransbenefits/, ,2,1,2,9,1,1,13,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,13,13,11,4,10,22,2,2,20220,1,-2,-2,2, ,-2,19061,Dubuque,1901,-90.693568,42.498027
153296,Ellsworth Community College,1100 College Ave,Iowa Falls,IA,50126,19,4,Christopher Duree,Chancellor,8003229235,420926714,186200,1,www.iavalley.edu/ecc/index.html,www.iavalley.edu/ecc/admissions/index.html,www.iavalley.edu/ecc/admissions/tuition_financial_aid/index.html,www.iavalley.edu/ecc/admissions/index.html,www.iavalley.edu/ecc/index.html, ,www.iavalley.edu/ecc/resources/right_to_know.html,4,2,1,3,1,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1,Iowa Valley Community College District,4,1,1,-1,3,1,2,40,2,1,-2,-2,-2,-2,1,Iowa Valley Community College District,119020,19083,Hardin,1904,-93.265853,42.527524
153302,Emmaus Bible College,2570 Asbury Rd,Dubuque,IA,52001-3096,19,4,Philip Boom,President,5635888000,362270695,2328900,1,www.emmaus.edu, , , ,www.emmaus.edu/Websites/emmausedu/images/Other/NPC/14/npc13.html,www.emmaus.edu/service-members-veterans, ,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,3,24,-2,-2,-2,2,-2,51,2,1,20220,1,-2,-2,2, ,-2,19061,Dubuque,1901,-90.705921,42.509041
153311,Eastern Iowa Community College District,306 W River Dr,Davenport,IA,52801-1221,19,4,Don Doucette,Chancellor,5633363300,420924364,407500,1,www.eicc.edu,www.eicc.edu/future-students/index.aspx,www.eicc.edu/future-students/financial-aid/index.aspx,https://www.eicc.edu/apply,www.eicc.edu/future-students/financial-aid/net-price-calculator.aspx,www.eicc.edu/future-students/veterans-and-military/index.aspx,www.eicc.edu/about-eicc/student-info/student-info-Fall08-IPEDSDataBrokenDownByCollege.pdf,4,2,1,3,1,2,40,1,2,2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1,Eastern Iowa Community Colleges,4,5,1,-1,2,1,4,40,2,3,19340,1,209,-2,2, ,-2,19163,Scott,1902,-90.577164,41.52028
153320,Faith Baptist Bible College and Theological Seminary,1900 NW 4th St,Ankeny,IA,50023-2152,19,4,Ernest J. Schmidt,Interim President,5159640601,470394397,712100,1,www.faith.edu,www.faith.edu/admissions,www.faith.edu/admissions/financial-aid,www.faith.edu/admissions,www.faith.edu/admissions/financial-aid/net-price-calculator,www.faith.edu/admissions/college/college-catalog, ,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,"FBBC&TS, FBBC",2,24,-2,-2,-2,4,-2,51,2,1,19780,1,218,-2,2, ,-2,19153,Polk,1903,-93.624208,41.736338
153339,Faust Institute of Cosmetology-Storm Lake,1290 N. Lake Avenue,Storm Lake,IA,50588,19,4,Justin Latham,Owner/Director,7127326570,421232259,2262500,1,www.faustinstitute.com,www.faustinstitute.com,www.faustinstitute.com/financial-aid,www.faustinstitute.com,www.faustinstitute.com, , ,6,2,3,4,1,2,0,2,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,1,44740,2,-2,-2,1,LaLaak Corporation,302760,19021,Buena Vista,1904,-95.20077,42.655239
153366,Graceland University-Lamoni,1 University Place,Lamoni,IA,50140,19,4,Dr. John Sellars,President,6417845000,420707114,186600,1,www.graceland.edu,www.graceland.edu/admissions/index.cfm,www.graceland.edu/financial-aid/index.cfm,www.graceland.edu/admissions/apply-now.cfm,www.graceland.edu/financial-aid/index.cfm, ,www.graceland.edu/catalog/documents/GraduationRatesAthletes11-1-2013.pdf,2,1,2,9,1,1,14,1,2,2,2,2,43,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,13,6,9,5,11,32,2,2,-2,-2,-2,-2,1,Graceland University,200600,19053,Decatur,1902,-93.924893,40.615966
153375,Grand View University,1200 Grandview Ave,Des Moines,IA,50316,19,4,Kent L. Henning,President,5152632800,420681049,186700,1,www.grandview.edu,www.admissions.grandview.edu,www.grandview.edu/aspx/audience/content.aspx?pageid=22&aid=1,admissions.grandview.edu/aspx/audience/content.aspx?pageid=1644&aid=20&mnid=0,admissions.grandview.edu/aspx/audience/content.aspx?pageid=1732&aid=20&mnid=0,www.grandview.edu/aspx/audience/content.aspx?pageid=1388,www.grandview.edu/userdocs/doc_policies_disclosures/student_right.pdf,2,1,2,7,1,1,20,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,12,-1,9,3,10,32,2,2,19780,1,218,-2,2, ,-2,19153,Polk,1903,-93.605016,41.620909
153384,Grinnell College,1121 Park Street,Grinnell,IA,50112-1690,19,4,Raynard S Kington,President,6412694000,420680387,186800,1,www.grinnell.edu,www.grinnell.edu/admission,www.grinnell.edu/about/offices-services/financial-aid,www.grinnell.edu/about/offices-services/admission/applytogrinnell,https://npc.collegeboard.org/student/app/grinnell, , ,2,1,2,5,1,2,30,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1,Grinnell,2,21,3,-1,12,2,11,31,2,2,-2,-2,-2,-2,2, ,-2,19157,Poweshiek,1901,-92.721246,41.747048
153409,Kaplan University-Mason City Campus,Plaza West 2570 4th Street SW,Mason City,IA,50401,19,4,Julie Valencia,Executive Director,6414232530,421359322,458606,1,masoncity.kaplanuniversity.edu/Pages/Homepage.aspx, , , ,masoncity.kaplanuniversity.edu/pages/net_price_calculator.aspx,www.kaplanuniversity.edu/military/military-tuition-benefits.aspx, ,3,1,3,8,1,1,20,1,2,-2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,3, ,3,23,2,-1,5,2,6,40,2,1,32380,2,-2,-2,1,Kaplan Higher Education Corporation,302640,19033,Cerro Gordo,1904,-93.238504,43.149545
