UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3,VET1,VET2,VET3,VET4,VET5,VET9    
114585,1,1,1,0,0,0,2,-2,-2,-2,0,0,0,0,0,0,1,0,0,0,1,0,-2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,A,.,R,45,2,2,1,2,2,1,1,2,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,1,0,0,1,0,-2,A,.,2,0,0,1,0,0,0,0,0,1
114628,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,R,150,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
114637,0,1,0,0,0,0,2,-2,-2,-2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
114716,1,1,-2,1,1,0,1,4,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,6,2,1,0,0,1,1,1,1,1,0
114734,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,A,.,R,40,2,2,1,2,2,1,-2,-2,2,1,R,2,3,A,.,R,8000,A,.,A,.,-2,1,0,0,1,0,-2,A,.,2,0,1,0,1,0,0,0,0,0
114761,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,0,A,.,1,1,-2,1,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
114789,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,8,2,1,0,0,0,1,1,1,1,0
114813,1,1,1,0,0,0,4,-2,-2,43,0,0,1,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,1,0,2,-2,1,156,1,156,1,156,1,R,40,R,90,1,1,1,1,1,1,-2,-2,2,1,R,536,1,R,19,A,.,A,.,R,7360,2,1,0,0,1,0,2,R,4,2,1,1,0,1,1,1,0,0,0
114831,1,1,-2,1,1,0,1,4,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,-2,A,.,A,.,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
114840,0,1,0,0,0,0,4,-2,-2,78,0,0,0,0,0,1,1,1,0,1,1,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,A,.,R,75,2,2,1,2,2,1,1,2,2,1,R,491,3,A,.,R,930,A,.,A,.,-2,1,0,0,1,0,-2,A,.,2,0,1,0,0,0,0,1,0,0
114859,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,5,2,1,0,0,0,1,1,1,0,0
114938,1,1,-2,1,1,1,1,2,4,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,6,2,1,0,0,0,0,1,1,0,0
114947,1,0,-2,0,0,0,3,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,0,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,0,0,1,1,0,0
115001,1,1,-2,1,1,1,1,4,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,6,2,1,0,0,0,1,1,1,0,0
115010,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,7,R,100,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,0,0,0,0,0,1
115083,0,1,1,0,0,0,3,-2,-2,-2,1,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,3,R,55,R,70,1,1,1,1,1,1,1,1,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,1,0,0
115126,1,1,-2,1,1,0,1,4,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,5,2,1,0,0,0,1,1,1,0,0
115214,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,1,0,0,1,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,A,.,R,40,2,2,1,2,2,1,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,1,0,0,1,0,-2,A,.,2,0,1,0,1,0,0,0,0,0
115287,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,-2,A,.,A,.,A,.,A,.,-2,-2,-2,-2,-2,-2,-2,A,.,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
115296,1,1,-2,1,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,7,2,1,0,0,1,0,1,1,0,0
115357,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,111,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
115393,1,1,-2,1,1,0,1,2,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,1,0,0,0,1,1,1,1,0
115409,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,-2,0,1,1,1,0,0,2,1,1,0,0,0,0,0,1,197,1,197,1,197,1,197,1,R,70,A,.,1,1,2,1,2,2,-2,-2,2,1,R,788,1,R,16,R,8494,R,7339,A,.,1,1,0,0,1,0,2,R,5,2,0,0,1,1,0,0,0,0,0
115454,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,1,1,0
115472,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,0,1,0
115490,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,1,1,0
115515,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,0,1,0
115533,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,-2,1,1,-2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,0,0,0,1,1,0,1,0
115658,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,0,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
115728,0,1,0,0,0,0,4,-2,-2,30,0,0,0,0,1,1,1,1,0,0,0,0,2,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,156,1,156,1,156,1,R,20,R,65,1,1,1,1,1,1,-2,-2,2,1,R,431,1,R,19,R,6048,R,5560,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,0,1,0
115746,0,1,0,0,0,0,2,-2,-2,-2,0,0,0,0,0,0,1,0,0,1,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,A,.,R,75,2,2,1,2,2,1,-2,-2,2,1,R,90,1,R,8,A,.,A,.,R,5850,-2,1,0,0,1,0,-2,A,.,2,0,0,1,1,0,0,0,0,0
115755,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,213,1,138,2,-2,1,138,1,R,55,R,55,1,1,1,1,1,1,-2,-2,1,1,R,2021,2,A,.,R,5700,R,6136,A,.,2,1,0,0,1,0,2,R,4,2,1,1,0,0,1,1,1,1,0
115773,0,1,1,0,0,0,3,-2,-2,-2,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,40,R,40,1,1,1,1,1,1,1,1,2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,1,0,0,0,1,1,0,0,0
115861,1,1,-2,0,1,0,1,4,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,2,R,5,2,1,0,0,0,0,1,1,0,0
115931,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,50,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,1,0,0
116226,1,1,0,1,0,0,2,-2,-2,-2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,95,R,95,1,1,1,1,1,1,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,1,0,0,0,0,0
116350,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,0,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,1,0,0,0,0,0
116439,1,1,-2,1,1,0,1,3,2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,4,2,1,0,0,0,1,1,1,1,0
116466,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,B,.,A,.,1,1,2,1,1,2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,1,0,0,0,0,0
116475,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,B,.,A,.,1,1,2,1,1,2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,1,0,0,0,0,0
116484,0,1,0,0,0,0,2,-2,-2,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,B,.,A,.,1,1,2,1,1,2,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,1,A,.,2,0,0,1,1,0,0,0,0,0
116563,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,7,R,75,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,1,1,1,1,1,A,.,2,0,0,1,0,0,0,0,0,1
116712,0,1,0,0,0,0,3,-2,-2,-2,1,1,0,0,1,1,1,1,0,0,1,0,-2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,65,R,65,1,2,1,1,2,1,1,1,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,1,0,0,1,0,2,R,5,2,1,1,0,1,1,1,1,1,0
116846,0,1,0,0,0,0,4,-2,-2,80,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,35,R,50,1,1,1,1,1,1,-2,-2,2,1,R,200,1,R,19,R,7098,R,7508,A,.,2,1,0,0,1,0,2,R,14,2,0,0,1,0,0,0,0,0,1
117052,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,1,R,140,2,A,.,R,3428,R,1600,A,.,2,1,0,0,1,0,2,R,7,2,1,0,0,0,1,1,1,0,0
117104,0,1,0,0,0,0,4,-2,-2,79,0,0,1,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,35,R,35,1,1,1,1,1,1,-2,-2,2,1,R,326,1,R,19,A,.,A,.,R,7036,2,1,0,0,1,0,1,A,.,2,1,1,0,0,1,0,0,0,0
117113,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,50,A,.,1,1,2,1,1,2,-2,-2,2,1,R,96,3,A,.,R,9876,A,.,A,.,2,1,0,1,1,0,1,A,.,2,1,1,0,1,1,1,0,1,0
117140,0,1,1,0,0,0,3,-2,-2,-2,1,1,1,1,1,1,1,0,0,1,1,0,2,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,197,1,197,1,197,1,197,4,R,50,R,50,1,1,1,1,1,1,1,1,2,1,R,837,1,R,19,R,7350,R,5180,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,0,1,0
117168,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,1,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,45,R,50,1,1,1,1,1,1,-2,-2,2,1,R,56,3,A,.,R,8800,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
117195,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,4,2,1,0,0,0,0,1,0,0,0
117238,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,0,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
117247,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,2,0,0,0,0,2,R,4,2,1,0,0,0,1,1,1,0,0
117274,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,1,R,116,3,A,.,R,2500,A,.,A,.,2,2,0,0,0,0,2,R,4,2,1,0,0,1,1,1,0,1,0
117520,0,1,1,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,-2,2,-2,2,-2,2,-2,2,A,.,A,.,2,2,2,2,2,2,1,1,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,2,0,0,0,0,-2,A,.,2,0,0,1,1,0,0,0,0,0
117557,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,75,R,75,1,1,1,1,1,1,-2,-2,2,2,A,.,3,A,.,A,.,A,.,A,.,2,1,0,0,1,0,1,A,.,2,0,0,1,0,0,0,0,0,1
117575,0,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,3,R,37,R,37,1,1,1,1,1,1,1,2,2,1,R,6,3,A,.,R,7486,A,.,A,.,2,1,0,0,1,0,1,A,.,2,1,1,0,1,1,1,0,1,0
117627,0,1,1,0,0,0,4,-2,-2,95,0,1,0,0,1,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,-2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,342,1,342,2,-2,2,R,30,R,30,1,1,1,1,1,1,-2,-2,2,1,R,900,1,R,18,A,.,A,.,R,7650,2,1,0,0,1,0,1,A,.,2,1,1,0,1,0,0,0,0,0
