UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
186399,R,10954,R,2343,R,353,R,10954,R,2343,R,353,R,25732,R,2343,R,835,R,15888,R,1995,R,662,R,15888,R,1995,R,662,R,26736,R,1995,R,1114,Y,.,Y,.,Y,.,Y,.,R,37972,R,11696,R,60929,R,11696,R,37615,R,4516,R,37615,R,4516,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,23201,R,2861,R,35168,R,2861,R,10104,R,2190,R,12294,R,10356,R,2234,R,12590,R,10718,R,2280,R,12998,R,10954,R,2343,R,13297,.,.,R,10104,R,2190,R,12294,R,10356,R,2234,R,12590,R,10718,R,2280,R,12998,R,10954,R,2343,R,13297,.,.,R,22766,R,2190,R,24956,R,23676,R,2234,R,25910,R,24742,R,2280,R,27022,R,25732,R,2343,R,28075,.,.,R,1550,R,1550,R,1550,R,1450,R,12013,R,12285,R,12379,R,12509,R,2687,R,2763,R,2841,R,2921,R,15584,R,16693,R,17194,R,17710,R,1917,R,1972,R,2039,R,2104,R,1917,R,1977,R,2035,R,2031
186405,R,5914,R,1258,A,.,R,5914,R,1258,A,.,R,5914,R,1258,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.
186423,R,11700,R,2265,A,.,R,11700,R,2265,A,.,R,11700,R,2265,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10983,R,1200,R,12183,R,11072,R,1380,R,12452,R,11700,R,1500,R,13200,R,11700,R,2265,R,13965,.,.,R,10983,R,1200,R,12183,R,11072,R,1380,R,12452,R,11700,R,1500,R,13200,R,11700,R,2265,R,13965,.,.,R,10983,R,1200,R,12183,R,11072,R,1380,R,12452,R,11700,R,1500,R,13200,R,11700,R,2265,R,13965,.,.,R,1000,R,1250,R,1500,R,1500,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7500,R,7900,R,8100,R,8300,R,1500,R,1500,R,1500,R,1500,R,1400,R,1500,R,1500,R,1600
186432,R,32170,R,1062,R,990,R,32170,R,1062,R,990,R,32170,R,1062,R,990,R,18360,R,60,R,1020,R,18360,R,60,R,1020,R,18360,R,60,R,1020,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,28900,R,900,R,29800,R,30320,R,900,R,31220,R,31230,R,1054,R,32284,R,32170,R,1062,R,33232,.,.,R,28900,R,900,R,29800,R,30320,R,900,R,31220,R,31230,R,1054,R,32284,R,32170,R,1062,R,33232,.,.,R,28900,R,900,R,29800,R,30320,R,900,R,31220,R,31230,R,1054,R,32284,R,32170,R,1062,R,33232,.,.,R,800,R,800,R,800,R,800,R,12240,R,13020,R,13458,R,13996,R,1300,R,1300,R,1300,R,1300,R,7500,R,7500,R,7500,R,7500,R,2900,R,2900,R,2900,R,2900,R,3350,R,3350,R,3350,R,3350
186469,R,3060,R,1044,R,135,R,3750,R,1044,R,158,R,3750,R,1044,R,158,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2940,R,984,R,3924,R,2940,R,1044,R,3984,R,2940,R,1044,R,3984,R,2940,R,1044,R,3984,.,.,R,3750,R,984,R,4734,R,3750,R,1044,R,4794,R,3750,R,1044,R,4794,R,3750,R,1044,R,4794,.,.,R,3750,R,984,R,4734,R,3750,R,1044,R,4794,R,3750,R,1044,R,4794,R,3750,R,1044,R,4794,.,.,R,974,R,974,R,974,R,1600,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7200,R,7200,R,7200,R,7200,R,2200,R,2200,R,2200,R,2200,R,2200,R,2200,R,2200,R,2200
186584,R,34820,R,2106,R,1061,R,34820,R,2106,R,1061,R,34820,R,2106,R,1061,R,19800,R,628,R,1100,R,19800,R,628,R,1100,R,19800,R,628,R,1100,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,49194,R,840,R,49194,R,840,R,31440,R,2050,R,33490,R,32700,R,2050,R,34750,R,33740,R,2080,R,35820,R,34820,R,2106,R,36926,.,.,R,31440,R,2050,R,33490,R,32700,R,2050,R,34750,R,33740,R,2080,R,35820,R,34820,R,2106,R,36926,.,.,R,31440,R,2050,R,33490,R,32700,R,2050,R,34750,R,33740,R,2080,R,35820,R,34820,R,2106,R,36926,.,.,R,1300,R,1000,R,1000,R,1000,R,11154,R,11576,R,11898,R,12254,R,3600,R,1200,R,1600,R,1600,R,11154,R,11577,R,11898,R,12254,R,3600,R,3200,R,3200,R,3200,R,3600,R,2200,R,2200,R,2200
186618,R,28148,R,1947,R,846,R,28148,R,1947,R,846,R,28148,R,1947,R,846,R,19152,R,0,R,1064,R,19152,Z,0,R,1064,R,19152,Z,0,R,1064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,26440,R,1781,R,28221,R,28026,R,1881,R,29907,R,29148,R,1947,R,31095,R,29148,R,1947,R,31095,.,.,R,26440,R,1781,R,28221,R,28026,R,1881,R,29907,R,29148,R,1947,R,31095,R,29148,R,1947,R,31095,.,.,R,26440,R,1781,R,28221,R,28026,R,1881,R,29907,R,29148,R,1947,R,31095,R,29148,R,1947,R,31095,.,.,R,1200,R,1300,R,1300,R,1300,R,11560,R,12254,R,12744,R,12744,R,1912,R,2078,R,2008,R,2008,R,11026,R,11026,R,11578,R,11578,R,2812,R,2878,R,2952,R,2952,R,3150,R,2878,R,6260,R,6260
186645,R,3096,R,760,R,129,R,3696,R,760,R,154,R,3696,R,760,R,154,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,3060,R,870,R,3930,R,3510,R,874,R,4384,R,3000,R,742,R,3742,R,3096,R,760,R,3856,.,.,R,3360,R,870,R,4230,R,3810,R,874,R,4684,R,3480,R,742,R,4222,R,3696,R,760,R,4456,.,.,R,3360,R,870,R,4230,R,3810,R,874,R,4684,R,3480,R,742,R,4222,R,3696,R,760,R,4456,.,.,R,1200,R,1200,R,1200,R,1272,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,4100,R,4100,R,4100,R,4396,R,1935,R,1935,R,1935,R,2051,R,1935,R,1935,R,1935,R,2061
186867,R,44210,R,1156,R,1474,R,44210,R,1156,R,1474,R,44210,R,1156,R,1474,R,31250,R,810,R,1400,R,31250,R,810,R,1400,R,31250,R,810,R,1400,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,40300,R,1482,R,41782,R,42920,R,1746,R,44666,R,42920,R,1570,R,44490,R,44210,R,1156,R,45366,.,.,R,40300,R,1482,R,41782,R,42920,R,1746,R,44666,R,42920,R,1570,R,44490,R,44210,R,1156,R,45366,.,.,R,40300,R,1482,R,41782,R,42920,R,1746,R,44666,R,42920,R,1570,R,44490,R,44210,R,1156,R,45366,.,.,R,950,R,950,R,950,R,950,R,14214,R,14214,R,14214,R,14214,R,900,R,900,R,900,R,900,R,11250,R,11250,R,12000,R,12000,R,900,R,900,R,900,R,900,R,1500,R,1500,R,1500,R,1500
186876,R,8107,R,4461,R,312,R,8107,R,4461,R,312,R,14628,R,4461,R,563,R,10270,R,3088,R,571,R,10270,R,3088,R,571,R,15810,R,3088,R,878,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7717,R,4246,R,11963,R,7948,R,4374,R,12322,R,7948,R,4374,R,12322,R,8107,R,4461,R,12568,.,.,R,7717,R,4246,R,11963,R,7948,R,4374,R,12322,R,7948,R,4374,R,12322,R,8107,R,4461,R,12568,.,.,R,13923,R,4246,R,18169,R,14341,R,4374,R,18715,R,14341,R,4374,R,18715,R,14628,R,4461,R,19089,.,.,R,1510,R,1536,R,1562,R,1587,R,10580,R,10796,R,10952,R,11164,R,2990,R,3041,R,3093,R,3142,R,10580,R,10796,R,10952,R,11164,R,3768,R,3832,R,3898,R,3960,R,3768,R,3832,R,3898,R,3960
186900,R,11500,R,0,A,.,R,11500,Z,0,A,.,R,11500,Z,0,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10750,R,0,R,10750,R,11000,R,0,R,11000,R,11000,R,0,R,11000,R,11500,R,0,R,11500,.,.,R,10750,R,0,R,10750,R,11000,R,0,R,11000,R,11000,R,0,R,11000,R,11500,R,0,R,11500,.,.,R,10750,R,0,R,10750,R,11000,R,0,R,11000,R,11000,R,0,R,11000,R,11500,R,0,R,11500,.,.,R,200,R,200,R,200,R,200,R,2700,R,2700,R,2700,R,2700,R,3800,R,3800,R,3800,R,3800,R,12390,R,12676,R,12960,R,13214,R,3800,R,3800,R,3800,R,3800,R,5600,R,5600,R,5600,R,5600
187046,R,5871,R,0,R,175,R,5871,R,0,R,175,R,8647,R,0,R,236,R,11106,R,0,R,617,R,11106,R,0,R,617,R,11106,R,0,R,617,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5322,R,0,R,5322,R,5508,R,0,R,5508,R,5700,R,0,R,5700,R,5871,R,0,R,5871,.,.,R,5322,R,0,R,5322,R,5508,R,0,R,5508,R,5700,R,0,R,5700,R,5871,R,0,R,5871,.,.,R,7837,R,0,R,7837,R,8111,R,0,R,8111,R,8395,R,0,R,8395,R,8647,R,0,R,8647,.,.,R,1676,R,1664,R,1698,R,1698,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5472,R,5465,R,5586,R,5670,R,321,R,334,R,400,R,357,R,321,R,334,R,400,R,357
187134,R,10562,R,4462,R,374,R,10562,R,4462,R,374,R,21175,R,4462,R,749,R,12144,R,2992,R,675,R,12144,R,2992,R,675,R,19155,R,2992,R,1064,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9760,R,4127,R,13887,R,10102,R,4276,R,14378,R,10355,R,4375,R,14730,R,10562,R,4462,R,15024,.,.,R,9760,R,4127,R,13887,R,10102,R,4276,R,14378,R,10355,R,4375,R,14730,R,10562,R,4462,R,15024,.,.,R,19569,R,4127,R,23696,R,20254,R,4276,R,24530,R,20760,R,4375,R,25135,R,21175,R,4462,R,25637,.,.,R,1000,R,1200,R,1200,R,1200,R,10677,R,10998,R,11343,R,11677,R,2500,R,2724,R,2379,R,2892,R,7312,R,10998,R,11343,R,11677,R,3800,R,2724,R,2379,R,2892,R,3800,R,4570,R,4670,R,4568
187198,R,4200,R,0,R,165,R,8400,R,0,R,330,R,8400,R,0,R,330,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2616,R,786,R,3402,R,2688,R,918,R,3606,R,4080,R,0,R,4080,R,4200,R,0,R,4200,.,.,R,5232,R,786,R,6018,R,5376,R,918,R,6294,R,8160,R,0,R,8160,R,8400,R,0,R,8400,.,.,R,5232,R,786,R,6018,R,5376,R,918,R,6294,R,8160,R,0,R,8160,R,8400,R,0,R,8400,.,.,R,1200,R,1200,R,1200,R,1200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,7050,R,7050,R,7050,R,7250,R,2000,R,2000,R,2000,R,1000,R,2000,R,2000,R,2000,R,1000
187444,R,7622,R,4622,R,244,R,7622,R,4622,R,244,R,15298,R,4622,R,496,R,11001,R,3008,R,523,R,11001,R,3008,R,523,R,18715,R,3008,R,890,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6967,R,4497,R,11464,R,7197,R,4497,R,11694,R,7421,R,4497,R,11918,R,7622,R,4622,R,12244,.,.,R,6967,R,4497,R,11464,R,7197,R,4497,R,11694,R,7421,R,4497,R,11918,R,7622,R,4622,R,12244,.,.,R,14131,R,4497,R,18628,R,14597,R,4497,R,19094,R,14961,R,4497,R,19458,R,15298,R,4622,R,19920,.,.,R,1600,R,1600,R,1600,R,1600,R,10400,R,11420,R,11700,R,10920,R,2375,R,2450,R,2362,R,3140,R,10800,R,10800,R,10800,R,10800,R,2375,R,2450,R,2362,R,4922,R,2375,R,2450,R,2362,R,4922
187532,R,1200,R,176,R,50,R,1200,R,176,R,50,R,6480,R,176,R,50,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1158,R,152,R,1310,R,1158,R,152,R,1310,R,1188,R,176,R,1364,R,1200,R,176,R,1376,.,.,R,1158,R,152,R,1310,R,1158,R,152,R,1310,R,1188,R,176,R,1364,R,1200,R,176,R,1376,.,.,R,6016,R,152,R,6168,R,6312,R,152,R,6464,R,6480,R,176,R,6656,R,6480,R,176,R,6656,.,.,R,840,R,720,R,720,R,800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8212,R,8803,R,8803,R,8802,R,2678,R,2678,R,2678,R,2678,R,2412,R,2412,R,2412,R,2412
187596,R,2760,R,290,R,58,R,2760,R,290,R,58,R,2760,R,290,R,58,R,2250,R,650,R,250,R,2250,R,650,R,250,R,2250,R,650,R,250,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2000,R,120,R,2120,R,2400,R,190,R,2590,R,2400,R,190,R,2590,R,2760,R,640,R,3400,.,.,R,2000,R,120,R,2120,R,2400,R,190,R,2590,R,2400,R,190,R,2590,R,2760,R,640,R,3400,.,.,R,2000,R,120,R,2120,R,2400,R,190,R,2590,R,2400,R,190,R,2590,R,2760,R,640,R,3400,.,.,R,1000,R,1000,R,1000,R,1000,R,5880,R,5880,R,5880,R,6270,R,3570,R,3570,R,3570,R,3570,R,3750,R,3750,R,3750,R,3750,R,1900,R,1900,R,1900,R,2060,R,2260,R,2260,R,2260,R,2810
187620,R,1440,R,168,R,60,R,1776,R,168,R,74,R,4992,R,168,R,208,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1320,R,168,R,1488,R,1368,R,168,R,1536,R,1392,R,168,R,1560,R,1440,R,168,R,1608,.,.,R,1608,R,168,R,1776,R,1680,R,168,R,1848,R,1704,R,168,R,1872,R,1776,R,168,R,1944,.,.,R,4488,R,168,R,4656,R,4704,R,168,R,4872,R,4800,R,168,R,4968,R,4992,R,168,R,5160,.,.,R,1038,R,1038,R,1084,R,1206,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,8044,R,8038,R,7735,R,8207,R,3987,R,3988,R,3216,R,3762,R,3987,R,3988,R,3216,R,3762
187639,R,936,R,240,R,39,R,1008,R,240,R,42,R,2136,R,240,R,89,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,936,R,112,R,1048,R,936,R,240,R,1176,R,936,R,240,R,1176,R,936,R,240,R,1176,.,.,R,1008,R,112,R,1120,R,1008,R,240,R,1248,R,1008,R,240,R,1248,R,1008,R,240,R,1248,.,.,R,2136,R,112,R,2248,R,2136,R,240,R,2376,R,2136,R,240,R,2376,R,2136,R,240,R,2376,.,.,R,1180,R,1180,R,1251,R,1326,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11170,R,11170,R,11360,R,11531,R,3170,R,3170,R,3563,R,4044,R,3170,R,3170,R,3563,R,3856
187648,R,3065,R,1793,R,202,R,3065,R,1793,R,202,R,8840,R,1793,R,443,R,3519,R,1793,R,221,R,3519,R,1793,R,221,R,9463,R,1793,R,469,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2839,R,1308,R,4147,R,2924,R,1426,R,4350,R,2924,R,1634,R,4558,R,3065,R,1793,R,4858,.,.,R,2839,R,1308,R,4147,R,2924,R,1426,R,4350,R,2924,R,1634,R,4558,R,3065,R,1793,R,4858,.,.,R,8350,R,1308,R,9658,R,8435,R,1426,R,9861,R,8435,R,1634,R,10069,R,8840,R,1793,R,10633,.,.,R,1000,R,950,R,950,R,950,R,5830,R,6090,R,6266,R,6452,R,4270,R,4375,R,4375,R,4375,R,6352,R,7650,R,7650,R,7650,R,4270,R,4375,R,4375,R,4375,R,4270,R,4375,R,4375,R,4375
187666,R,1440,R,240,R,60,R,1536,R,240,R,64,R,3936,R,240,R,164,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1358,R,149,R,1507,R,1358,R,149,R,1507,R,1399,R,206,R,1605,R,1440,R,240,R,1680,.,.,R,1417,R,149,R,1566,R,1417,R,149,R,1566,R,1458,R,206,R,1664,R,1536,R,240,R,1776,.,.,R,5123,R,149,R,5272,R,5123,R,149,R,5272,R,5124,R,206,R,5330,R,3936,R,240,R,4176,.,.,R,1066,R,1066,R,1066,R,1050,R,7251,R,7251,R,7251,R,7251,R,4271,R,4378,R,4378,R,4378,R,6382,R,6542,R,6542,R,6542,R,4271,R,4378,R,4378,R,4378,R,4271,R,4378,R,4378,R,4378
187745,R,3600,R,200,R,150,R,3600,R,200,R,150,R,3600,R,200,R,150,R,9360,R,600,R,390,R,9360,R,600,R,390,R,9360,R,600,R,390,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,2880,R,200,R,3080,R,3120,R,200,R,3320,R,3360,R,200,R,3560,R,3600,R,200,R,3800,.,.,R,2880,R,200,R,3080,R,3120,R,200,R,3320,R,3360,R,200,R,3560,R,3600,R,200,R,3800,.,.,R,2880,R,200,R,3080,R,3120,R,200,R,3320,R,3360,R,200,R,3560,R,3600,R,200,R,3800,.,.,R,2580,R,2616,R,2816,R,2816,R,5936,R,6368,R,6896,R,7952,R,2784,R,2784,R,3000,R,4200,R,10416,R,10946,R,12468,R,12500,R,2784,R,2784,R,3000,R,5400,R,1644,R,1644,R,3000,R,5400
